LA_order,New_geog_code,geog_l,geog_c,geog_n,CL_All_19to21,CL_All_19,CL_All_20,CL_All_21,CL_Acc_Total_SUIT19to21,CL_Acc_Total_SUIT19,CL_Acc_Total_SUIT20,CL_Acc_Total_SUIT21,CL_Acc_SUIT19to21,CL_Acc_SUIT19,CL_Acc_SUIT20,CL_Acc_SUIT21,CL_Acc_NotSUIT19to21,CL_Acc_NotSUIT19,CL_Acc_NotSUIT20,CL_Acc_NotSUIT21,CL_Acc_NoSUITInfo19to21,CL_Acc_NoSUITInfo19,CL_Acc_NoSUITInfo20,CL_Acc_NoSUITInfo21,CL_Acc_SUIT19to21_pc,CL_Acc_SUIT19_pc,CL_Acc_SUIT20_pc,CL_Acc_SUIT21_pc,CL_Acc_NotSUIT19to21_pc,CL_Acc_NotSUIT19_pc,CL_Acc_NotSUIT20_pc,CL_Acc_NotSUIT21_pc,CL_Acc_NoSUITInfo19to21_pc,CL_Acc_NoSUITInfo19_pc,CL_Acc_NoSUITInfo20_pc,CL_Acc_NoSUITInfo21_pc,CL_Acc_P19to21,CL_Acc_P19,CL_Acc_P20,CL_Acc_P21,CL_Acc_CH19to21,CL_Acc_CH19,CL_Acc_CH20,CL_Acc_CH21,CL_Acc_SITA19to21,CL_Acc_SITA19,CL_Acc_SITA20,CL_Acc_SITA21,CL_Acc_SL19to21,CL_Acc_SL19,CL_Acc_SL20,CL_Acc_SL21,CL_Acc_GA19to21,CL_Acc_GA19,CL_Acc_GA20,CL_Acc_GA21,CL_Acc_Dep19to21,CL_Acc_Dep19,CL_Acc_Dep20,CL_Acc_Dep21,CL_Acc_OL19to21,CL_Acc_OL19,CL_Acc_OL20,CL_Acc_OL21,CL_Acc_NK19to21,CL_Acc_NK19,CL_Acc_NK20,CL_Acc_NK21,CL_Acc_NFA19to21,CL_Acc_NFA19,CL_Acc_NFA20,CL_Acc_NFA21,CL_Acc_F19to21,CL_Acc_F19,CL_Acc_F20,CL_Acc_F21,CL_Acc_IL19to21,CL_Acc_IL19,CL_Acc_IL20,CL_Acc_IL21,CL_Acc_EA19to21,CL_Acc_EA19,CL_Acc_EA20,CL_Acc_EA21,CL_Acc_BB19to21,CL_Acc_BB19,CL_Acc_BB20,CL_Acc_BB21,CL_Acc_Cust19to21,CL_Acc_Cust19,CL_Acc_Cust20,CL_Acc_Cust21,CL_Acc_FFC19to21,CL_Acc_FFC19,CL_Acc_FFC20,CL_Acc_FFC21,CL_Acc_OTH19to21,CL_Acc_OTH19,CL_Acc_OTH20,CL_Acc_OTH21,CL_Acc_NoInf19to21,CL_Acc_NoInf19,CL_Acc_NoInf20,CL_Acc_NoInf21,CL_Acc_P19to21_pc,CL_Acc_P19_pc,CL_Acc_P20_pc,CL_Acc_P21_pc,CL_Acc_CH19to21_pc,CL_Acc_CH19_pc,CL_Acc_CH20_pc,CL_Acc_CH21_pc,CL_Acc_SITA19to21_pc,CL_Acc_SITA19_pc,CL_Acc_SITA20_pc,CL_Acc_SITA21_pc,CL_Acc_SL19to21_pc,CL_Acc_SL19_pc,CL_Acc_SL20_pc,CL_Acc_SL21_pc,CL_Acc_GA19to21_pc,CL_Acc_GA19_pc,CL_Acc_GA20_pc,CL_Acc_GA21_pc,CL_Acc_Dep19to21_pc,CL_Acc_Dep19_pc,CL_Acc_Dep20_pc,CL_Acc_Dep21_pc,CL_Acc_OL19to21_pc,CL_Acc_OL19_pc,CL_Acc_OL20_pc,CL_Acc_OL21_pc,CL_Acc_NK19to21_pc,CL_Acc_NK19_pc,CL_Acc_NK20_pc,CL_Acc_NK21_pc,CL_Acc_NFA19to21_pc,CL_Acc_NFA19_pc,CL_Acc_NFA20_pc,CL_Acc_NFA21_pc,CL_Acc_F19to21_pc,CL_Acc_F19_pc,CL_Acc_F20_pc,CL_Acc_F21_pc,CL_Acc_IL19to21_pc,CL_Acc_IL19_pc,CL_Acc_IL20_pc,CL_Acc_IL21_pc,CL_Acc_EA19to21_pc,CL_Acc_EA19_pc,CL_Acc_EA20_pc,CL_Acc_EA21_pc,CL_Acc_BB19to21_pc,CL_Acc_BB19_pc,CL_Acc_BB20_pc,CL_Acc_BB21_pc,CL_Acc_Cust19to21_pc,CL_Acc_Cust19_pc,CL_Acc_Cust20_pc,CL_Acc_Cust21_pc,CL_Acc_FFC19to21_pc,CL_Acc_FFC19_pc,CL_Acc_FFC20_pc,CL_Acc_FFC21_pc,CL_Acc_OTH19to21_pc,CL_Acc_OTH19_pc,CL_Acc_OTH20_pc,CL_Acc_OTH21_pc,CL_Acc_NoInf19to21_pc,CL_Acc_NoInf19_pc,CL_Acc_NoInf20_pc,CL_Acc_NoInf21_pc,CL_Stayput_19&20,CL_Stayput_19,CL_Stayput_20,CL_Stayput_FFC_19&20,CL_Stayput_FFC_19,CL_Stayput_FFC_20,CL_Stayput_FFC_19&20_pc,CL_Stayput_FFC_19_pc,CL_Stayput_FFC_20_pc
62,E06000018,LA,892,Nottingham,239,87,61,91,232,86,60,86,207,74,54,79,c,12,c,c,c,0,c,c,89,86,90,92,c,14,c,c,c,0,c,c,22,c,11,c,15,c,6,c,22,12,c,c,13,7,c,c,0,0,0,0,0,0,0,0,c,0,0,c,7,c,c,c,7,c,c,c,c,c,c,0,113,36,23,54,c,c,c,0,0,0,0,0,13,7,c,c,14,10,c,c,6,c,c,c,c,0,c,c,9,c,18,c,6,c,10,c,9,14,c,c,5,8,c,c,0,0,0,0,0,0,0,0,c,0,0,c,3,c,c,c,3,c,c,c,c,c,c,0,47,41,38,59,c,c,c,0,0,0,0,0,5,8,c,c,6,11,c,c,3,c,c,c,c,0,c,c,40,23,17,11,c,c,28,c,c
71,E06000051,LA,893,Shropshire,120,43,39,38,119,43,39,37,110,40,35,35,c,c,c,c,c,0,c,0,92,93,90,95,c,c,c,c,c,0,c,0,17,c,6,c,9,c,c,c,15,7,c,c,11,c,c,c,c,0,0,c,0,0,0,0,c,c,0,0,0,0,0,0,c,0,c,0,c,c,0,c,45,12,12,21,c,c,0,0,0,0,0,0,c,c,c,c,c,c,c,c,7,0,c,c,c,0,c,0,14,c,15,c,8,c,c,c,13,16,c,c,9,c,c,c,c,0,0,c,0,0,0,0,c,c,0,0,0,0,0,0,c,0,c,0,c,c,0,c,38,28,31,55,c,c,0,0,0,0,0,0,c,c,c,c,c,c,c,c,6,0,c,c,c,0,c,0,12,c,c,c,c,c,c,c,c
75,E06000020,LA,894,Telford and Wrekin,85,26,25,34,85,26,25,34,79,23,24,32,c,c,0,0,c,c,c,c,93,88,96,94,c,c,0,0,c,c,c,c,16,6,c,c,c,c,c,0,c,c,0,c,c,c,c,c,0,0,0,0,0,0,0,0,c,c,0,c,0,0,0,0,0,0,0,0,6,0,c,c,33,8,11,14,0,0,0,0,0,0,0,0,c,c,0,0,6,c,c,c,c,0,0,c,c,c,c,c,19,23,c,c,c,c,c,0,c,c,0,c,c,c,c,c,0,0,0,0,0,0,0,0,c,c,0,c,0,0,0,0,0,0,0,0,7,0,c,c,39,31,44,41,0,0,0,0,0,0,0,0,c,c,0,0,7,c,c,c,c,0,0,c,c,c,c,c,15,8,7,c,c,c,c,c,c
20,E06000049,LA,895,Cheshire East,114,38,36,40,114,38,36,40,c,35,36,38,c,c,0,c,c,0,0,0,c,92,100,95,c,c,0,c,c,0,0,0,16,7,c,c,c,c,0,c,8,c,c,c,c,c,0,c,0,0,0,0,0,0,0,0,c,0,0,c,0,0,0,0,0,0,0,0,c,c,c,c,64,18,21,25,0,0,0,0,0,0,0,0,c,c,0,c,7,c,c,0,c,0,c,c,0,0,0,0,14,18,c,c,c,c,0,c,7,c,c,c,c,c,0,c,0,0,0,0,0,0,0,0,c,0,0,c,0,0,0,0,0,0,0,0,c,c,c,c,56,47,58,63,0,0,0,0,0,0,0,0,c,c,0,c,6,c,c,0,c,0,c,c,0,0,0,0,22,12,10,6,c,c,27,c,c
21,E06000050,LA,896,Cheshire West and Chester,161,68,48,45,160,68,47,45,147,63,c,41,7,c,c,c,6,c,0,c,92,c,91,91,4,c,c,c,4,c,0,c,27,12,11,c,c,c,c,c,8,c,c,c,6,c,c,0,0,0,0,0,0,0,0,0,15,c,c,8,c,0,c,0,c,0,0,c,c,c,c,0,64,29,17,18,c,0,c,c,c,0,c,0,c,c,c,0,13,c,c,c,c,c,c,c,6,c,0,c,17,18,c,c,c,c,c,c,5,c,c,c,4,c,c,0,0,0,0,0,0,0,0,0,9,c,c,18,c,0,c,0,c,0,0,c,c,c,c,0,40,43,35,40,c,0,c,c,c,0,c,0,c,c,c,0,8,c,c,c,c,c,c,c,4,c,0,c,35,19,16,9,c,c,26,c,c
152,E06000052,LA,908,Cornwall,199,69,61,69,199,69,61,69,190,67,59,64,9,c,c,c,0,0,0,0,95,97,97,93,5,c,c,c,0,0,0,0,34,12,15,7,6,c,c,c,c,c,c,c,7,c,0,c,0,0,0,0,0,0,0,0,c,c,c,0,0,0,0,0,c,0,0,c,13,6,c,c,89,20,23,46,c,c,0,0,0,0,0,0,c,c,c,c,29,15,c,c,10,c,c,c,0,0,0,0,17,17,25,10,3,c,c,c,c,c,c,c,4,c,0,c,0,0,0,0,0,0,0,0,c,c,c,0,0,0,0,0,c,0,0,c,7,9,c,c,45,29,38,67,c,c,0,0,0,0,0,0,c,c,c,c,15,22,c,c,5,c,c,c,0,0,0,0,43,20,23,22,12,10,51,60,43
22,E10000006,LA,909,Cumbria,170,45,64,61,169,44,64,61,158,43,57,58,11,c,c,c,0,0,0,0,93,98,89,95,7,c,c,c,0,0,0,0,26,c,13,c,17,8,c,c,8,c,c,c,18,7,c,c,0,0,0,0,0,0,0,0,16,c,6,6,c,c,0,0,c,0,c,c,c,c,c,0,55,9,18,28,c,0,c,0,0,0,0,0,c,c,c,0,12,c,c,c,c,c,c,c,0,0,0,0,15,c,20,c,10,18,c,c,5,c,c,c,11,16,c,c,0,0,0,0,0,0,0,0,9,c,c,10,c,c,0,0,c,0,c,c,c,c,c,0,32,20,28,46,c,0,c,0,0,0,0,0,c,c,c,0,7,c,c,c,c,c,c,c,0,0,0,0,37,13,24,9,c,c,24,c,c
155,E10000013,LA,916,Gloucestershire,232,74,78,80,231,74,78,79,203,65,68,70,15,c,6,c,13,c,c,c,88,88,87,89,6,c,8,c,6,c,c,c,29,9,13,7,16,c,8,c,37,17,10,10,22,13,c,c,0,0,0,0,0,0,0,0,8,c,c,c,c,0,0,c,7,0,c,c,c,c,0,0,72,7,26,39,0,0,0,0,c,c,0,c,c,c,c,0,13,6,c,c,7,c,c,c,13,c,c,c,13,12,17,9,7,c,10,c,16,23,13,13,9,18,c,c,0,0,0,0,0,0,0,0,3,c,c,c,c,0,0,c,3,0,c,c,c,c,0,0,31,9,33,49,0,0,0,0,c,c,0,c,c,c,c,0,6,8,c,c,3,c,c,c,6,c,c,c,65,33,32,10,c,c,15,c,c
85,E10000015,LA,919,Hertfordshire,516,164,178,174,516,164,178,174,460,156,152,152,33,6,16,11,23,c,c,11,89,95,85,87,6,4,9,6,4,c,c,6,75,26,26,23,30,10,12,8,37,19,11,7,35,22,c,c,0,0,0,0,0,0,0,0,9,c,c,c,0,0,0,0,17,c,8,c,6,c,c,c,232,55,79,98,c,c,c,0,0,0,0,0,15,c,8,c,17,9,c,c,16,7,c,c,23,c,c,11,15,16,15,13,6,6,7,5,7,12,6,4,7,13,c,c,0,0,0,0,0,0,0,0,2,c,c,c,0,0,0,0,3,c,4,c,1,c,c,c,45,34,44,56,c,c,c,0,0,0,0,0,3,c,4,c,3,5,c,c,3,4,c,c,4,c,c,6,131,64,67,12,c,c,9,c,c
134,E06000046,LA,921,Isle of Wight,89,35,25,29,88,35,25,28,79,30,23,26,9,c,c,c,0,0,0,0,90,86,92,93,10,c,c,c,0,0,0,0,19,7,6,6,c,0,c,c,c,0,c,c,14,8,c,c,0,0,0,0,0,0,0,0,c,c,0,c,c,0,0,c,c,c,0,c,c,c,c,0,34,11,11,12,0,0,0,0,c,c,c,0,0,0,0,0,0,0,0,0,c,c,c,c,0,0,0,0,21,20,24,21,c,0,c,c,c,0,c,c,16,23,c,c,0,0,0,0,0,0,0,0,c,c,0,c,c,0,0,c,c,c,0,c,c,c,c,0,38,31,44,41,0,0,0,0,c,c,c,0,0,0,0,0,0,0,0,0,c,c,c,c,0,0,0,0,21,15,6,0,0,0,0,0,0
60,E10000019,LA,925,Lincolnshire,267,112,76,79,265,112,75,78,236,101,69,66,13,c,c,6,16,7,c,c,89,90,92,85,5,c,c,8,6,6,c,c,20,12,c,c,15,c,c,c,37,18,9,10,16,9,c,c,0,0,0,0,0,0,0,0,7,c,c,c,c,0,c,c,c,c,c,c,17,c,8,c,80,23,30,27,c,c,c,c,c,c,0,0,6,0,c,c,29,18,c,c,14,c,c,c,16,7,c,c,7,11,c,c,6,c,c,c,14,16,12,13,6,8,c,c,0,0,0,0,0,0,0,0,3,c,c,c,c,0,c,c,c,c,c,c,6,c,11,c,30,21,39,34,c,c,c,c,c,c,0,0,2,0,c,c,11,16,c,c,5,c,c,c,6,6,c,c,61,34,27,22,c,c,36,c,c
87,E10000020,LA,926,Norfolk,412,131,142,139,409,131,142,136,356,112,132,112,29,13,c,c,24,c,c,13,87,85,93,82,7,10,c,c,6,c,c,10,57,18,19,20,13,c,6,c,38,15,17,6,19,10,c,c,c,0,0,c,0,0,0,0,c,c,c,c,c,0,0,c,11,c,c,c,c,c,c,0,151,40,50,61,c,c,0,c,c,0,c,0,12,6,c,c,42,15,16,11,30,7,13,10,24,c,c,13,14,14,13,14,3,c,4,c,9,11,12,4,5,8,c,c,c,0,0,c,0,0,0,0,c,c,c,c,c,0,0,c,3,c,c,c,c,c,c,0,37,31,35,44,c,c,0,c,c,0,c,0,3,5,c,c,10,11,11,8,7,5,9,7,6,c,c,9,98,49,49,30,15,15,31,31,31
61,E10000021,LA,928,Northamptonshire,487,160,185,142,478,158,179,141,295,96,102,97,23,6,8,9,160,56,69,35,62,61,57,69,5,4,4,6,33,35,39,25,34,16,8,10,8,c,c,c,78,36,33,9,6,0,c,c,0,0,0,0,0,0,0,0,c,0,c,c,9,c,c,c,c,0,c,c,c,0,c,0,139,32,49,58,0,0,0,0,c,0,c,c,15,6,c,c,19,10,c,c,8,c,c,c,160,56,69,35,7,10,4,7,2,c,c,c,16,23,18,6,1,0,c,c,0,0,0,0,0,0,0,0,c,0,c,c,2,c,3,c,c,0,c,c,c,0,c,0,29,20,26,41,0,0,0,0,c,0,c,c,3,4,c,c,4,6,c,c,2,c,c,c,33,35,37,25,72,31,41,14,c,c,19,c,c
10,E06000057,LA,929,Northumberland,114,45,31,38,114,45,31,38,106,42,30,34,c,c,c,c,c,0,0,c,93,93,97,89,c,c,c,c,c,0,0,c,13,c,c,c,8,c,c,c,c,0,0,c,7,c,c,c,0,0,0,0,0,0,0,0,c,0,0,c,0,0,0,0,c,c,c,0,0,0,0,0,55,17,19,19,0,0,0,0,0,0,0,0,c,c,0,c,20,12,c,c,c,0,c,0,c,0,0,c,11,c,c,c,7,c,c,c,c,0,0,c,6,c,c,c,0,0,0,0,0,0,0,0,c,0,0,c,0,0,0,0,c,c,c,0,0,0,0,0,48,38,61,50,0,0,0,0,0,0,0,0,c,c,0,c,18,27,c,c,c,0,c,0,c,0,0,c,33,20,13,15,c,c,45,c,c
138,E10000025,LA,931,Oxfordshire,275,102,91,82,275,102,91,82,205,79,72,54,20,8,6,6,50,15,13,22,75,77,79,66,7,8,7,7,18,15,14,27,25,13,c,c,16,c,7,c,44,20,12,12,c,c,c,c,0,0,0,0,0,0,0,0,c,c,0,0,0,0,0,0,c,c,0,c,27,12,c,c,69,21,24,24,0,0,0,0,c,0,0,c,9,c,6,c,17,8,c,c,8,c,c,c,50,15,13,22,9,13,c,c,6,c,8,c,16,20,13,15,c,c,c,c,0,0,0,0,0,0,0,0,c,c,0,0,0,0,0,0,c,c,0,c,10,12,11,c,25,21,26,29,0,0,0,0,c,0,0,c,3,c,7,c,6,8,c,c,3,c,c,c,18,15,14,27,50,24,26,12,c,c,24,c,c
160,E10000027,LA,933,Somerset,181,65,63,53,180,64,63,53,c,60,63,53,c,c,0,0,c,c,0,0,c,94,100,100,c,c,0,0,c,c,0,0,20,10,c,c,9,c,c,c,42,15,20,7,c,c,c,0,0,0,0,0,0,0,0,0,c,c,c,c,c,c,0,0,c,c,0,0,0,0,0,0,74,15,27,32,0,0,0,0,0,0,0,0,c,c,0,0,20,12,c,c,c,0,c,c,c,c,0,0,11,15,c,c,5,c,c,c,23,23,32,13,c,c,c,0,0,0,0,0,0,0,0,0,c,c,c,c,c,c,0,0,c,c,0,0,0,0,0,0,41,23,43,60,0,0,0,0,0,0,0,0,c,c,0,0,11,18,c,c,c,0,c,c,c,c,0,0,45,21,24,17,c,c,38,c,c
90,E10000029,LA,935,Suffolk,340,144,106,90,337,143,104,90,277,124,87,66,29,12,9,8,31,7,8,16,82,87,84,73,9,8,9,9,9,5,8,18,47,25,c,c,14,7,c,c,47,20,20,7,17,10,c,c,0,0,0,0,0,0,0,0,11,c,c,c,c,c,c,0,10,c,c,c,36,24,c,c,81,24,26,31,c,0,0,c,c,c,0,0,8,c,c,c,19,7,c,c,12,c,c,c,31,7,8,16,14,17,c,c,4,5,c,c,14,14,19,8,5,7,c,c,0,0,0,0,0,0,0,0,3,c,c,c,c,c,c,0,3,c,c,c,11,17,c,9,24,17,25,34,c,0,0,c,c,c,0,0,2,c,c,c,6,5,c,c,4,c,c,c,9,5,8,18,57,32,25,11,c,c,19,c,c
143,E10000030,LA,936,Surrey,475,188,151,136,469,185,151,133,403,163,129,111,24,7,c,12,42,15,17,10,86,88,85,83,5,4,c,9,9,8,11,8,49,15,14,20,23,9,6,8,151,70,54,27,49,25,13,11,c,0,0,c,0,0,0,0,8,c,c,c,c,c,0,c,6,c,c,c,c,c,c,c,81,17,27,37,0,0,0,0,c,0,0,c,10,c,c,c,38,25,c,c,8,c,c,c,42,15,17,10,10,8,9,15,5,5,4,6,32,37,36,20,10,13,9,8,c,0,0,c,0,0,0,0,2,c,c,c,c,c,0,c,1,c,c,c,c,c,c,c,17,9,18,27,0,0,0,0,c,0,0,c,2,c,c,c,8,13,c,c,2,c,c,c,9,8,11,7,144,77,67,30,22,8,21,29,12
77,E10000031,LA,937,Warwickshire,318,101,114,103,301,94,110,97,245,80,94,71,26,c,c,14,30,9,9,12,81,85,85,73,9,c,c,14,10,10,8,12,41,13,15,13,0,0,0,0,0,0,0,0,19,8,c,c,0,0,0,0,0,0,0,0,0,0,0,0,17,7,c,c,11,c,c,6,38,18,12,8,120,24,48,48,6,c,c,c,0,0,0,0,9,c,c,c,13,7,c,c,14,c,c,c,30,9,9,12,13,13,13,13,0,0,0,0,0,0,0,0,6,8,c,c,0,0,0,0,0,0,0,0,0,0,0,0,5,7,c,6,3,c,c,6,12,18,11,8,38,24,42,47,2,c,c,c,0,0,0,0,3,c,c,c,4,7,c,c,4,c,c,c,9,9,8,12,73,37,36,9,c,c,12,c,c
145,E10000032,LA,938,West Sussex,363,122,123,118,359,119,123,117,318,103,106,109,17,c,7,c,24,10,c,c,89,87,86,93,5,c,6,c,7,8,c,c,34,9,12,13,15,c,8,c,24,10,c,c,17,9,c,c,0,0,0,0,c,c,0,c,c,c,c,c,0,0,0,0,6,c,c,c,20,6,6,8,57,11,19,27,c,c,0,0,0,0,0,0,7,c,c,c,61,28,14,19,88,28,32,28,24,10,c,c,9,7,10,11,4,c,7,c,7,8,c,c,5,7,c,c,0,0,0,0,c,c,0,c,c,c,c,c,0,0,0,0,2,c,c,c,6,5,5,7,16,9,15,23,c,c,0,0,0,0,0,0,2,c,c,c,17,23,11,16,24,23,26,24,7,8,c,c,68,39,29,39,25,14,57,64,48
