LA_order,New_geog_code,geog_l,geog_c,geog_n,CLA_Mar2015,CLA_Mar2016,CLA_Mar2017,CLA_Mar2018,CLA_Mar2019,CLA_Pop2014,CLA_Pop2015,CLA_Pop2016,CLA_Pop2017,CLA_Pop2018,CLA_Rate2015,CLA_Rate2016,CLA_Rate2017,CLA_Rate2018,CLA_Rate2019,CLA_2015,CLA_2016,CLA_2017,CLA_2018,CLA_2019,CLA_stp2015,CLA_stp2016,CLA_stp2017,CLA_stp2018,CLA_stp2019,CLA_male,CLA_female,CLA_male_pc,CLA_female_pc,CLA_U1,CLA_1to4,CLA_5to9,CLA_10to15,CLA_16over,CLA_U1_pc,CLA_1to4_pc,CLA_5to9_pc,CLA_10to15_pc,CLA_16over_pc,CLA_White,CLA_Mixed,CLA_Asian,CLA_Black,CLA_EOTH,CLA_Oth,CLA_White_pc,CLA_Mixed_pc,CLA_Asian_pc,CLA_Black_pc,CLA_EOTH_pc,CLA_Oth_pc,CLA_Fost,CLA_Adopt,CLA_Parent,CLA_Ocom,CLA_Secure,CLA_Ores,CLA_RSch,CLA_OthPl,CLA_Fost_pc,CLA_Adopt_pc,CLA_Parent_pc,CLA_OCom_pc,CLA_Secure_pc,CLA_Ores_pc,CLA_RSch_pc,CLA_OthPl_pc,CLA_ICO,CLA_FCO,CLA_FrAd,CLA_PlaceO,CLA_S20,CLA_CPG,CLA_YJLS,CLA_ICO_pc,CLA_FCO_pc,CLA_FrAd_pc,CLA_PlaceO_pc,CLA_S20_pc,CLA_CPG_pc,CLA_YJLS_pc,CLA_UASC2015,CLA_UASC2016,CLA_UASC2017,CLA_UASC2018,CLA_UASC2019,CLA_UASC2015_pc,CLA_UASC2016_pc,CLA_UASC2017_pc,CLA_UASC2018_pc,CLA_UASC2019_pc,CLA_OwnP,CLA_OthLA,CLA_OthPP,CLA_Priv,CLA_Vol,CLA_Par,CLA_Nrep,CLA_OwnP_pc,CLA_OthLA_pc,CLA_OthPP_pc,CLA_Priv_pc,CLA_Vol_pc,CLA_Par_pc,CLA_Nrep_pc,CLA_LTE20,CLA_GT20,CLA_NoInfo,CLA_InLA,CLA_OutLA,CLA_InLA_LTE20,CLA_OutLA_LTE20,CLA_InLA_GT20,CLA_OutLA_GT20,CLA_InLA_NoInfo,CLA_OutLA_NoInfo,CLA_LAPl,CLA_IntPl,CLA_ExtPl,CLA_NetGain,CLA_LTE20_pc,CLA_GT20_pc,CLA_NoInfo_pc,CLA_InLA_pc,CLA_OutLA_pc,CLA_InLA_LTE20_pc,CLA_OutLA_LTE20_pc,CLA_InLA_GT20_pc,CLA_OutLA_GT20_pc,CLA_InLA_NoInfo_pc,CLA_OutLA_NoInfo_pc,CLA_IntPl_pc,CLA_ExtPl_pc,CLA_3_Pl,CLA_3_Pl_pc,CLA_2andhalfyears,CLA_SamePl_2years,CLA_SamePl_2years_pc,CLA_NewPl_All_Place,CLA_NewPl_InLA_LTE20,CLA_NewPl_OutLA_LTE20,CLA_NewPl_InLA_GT20,CLA_NewPl_OutLA_GT20,CLA_NewPl_NoInfo,CLA_NewPl_InLA_LTE20_pc,CLA_NewPl_OutLA_LTE20_pc,CLA_NewPl_InLA_GT20_pc,CLA_NewPl_OutLA_GT20_pc,CLA_NewPl_NoInfo_pc,CLA_RPC_All_Place,CLA_RPC_CarePlan,CLA_RPC_Resign,CLA_RPC_Alleg,CLA_RPC_Standards,CLA_RPC_Approval,CLA_RPC_CarerBehav,CLA_RPC_CarerOther,CLA_RPC_Custody,CLA_RPC_Child,CLA_RPC_Auth,CLA_RPC_Status,CLA_RPC_Other,CLA_RPC_CarePlan_pc,CLA_RPC_Resign_pc,CLA_RPC_Alleg_pc,CLA_RPC_Standards_pc,CLA_RPC_Approval_pc,CLA_RPC_CarerBehav_pc,CLA_RPC_CarerOther_pc,CLA_RPC_Custody_pc,CLA_RPC_Child_pc,CLA_RPC_Auth_pc,CLA_RPC_Status_pc,CLA_RPC_Other_pc
13,E06000004,LA,808,Stockton-on-Tees,374,377,434,468,500,42517,42784,43012,43250,43521,88,88,101,108,115,514,508,556,593,609,38,38,29,29,32,262,238,52,48,22,100,104,210,64,4,20,21,42,13,447,33,10,10,0,0,89,7,2,2,0,0,333,c,78,15,65,c,0,0,67,c,16,3,13,c,0,0,67,367,0,27,39,0,0,13,73,0,5,8,0,0,c,c,7,c,c,c,c,2,c,c,278,c,0,109,c,78,0,56,c,0,22,c,16,0,460,c,c,338,162,335,125,0,c,c,c,563,338,225,63,92,c,c,68,32,67,25,0,c,c,c,60,40,42,8,192,139,72,434,310,79,0,28,17,71,18,0,6,4,295,115,6,6,10,0,34,22,0,10,7,27,58,39,2,2,3,0,12,7,0,3,2,9,20
45,E06000010,LA,810,"Kingston Upon Hull, City of",661,647,694,757,796,55362,55521,56001,56454,57023,119,117,124,134,140,870,900,948,980,1024,27,22,10,c,c,425,371,53,47,34,142,194,298,128,4,18,24,37,16,711,28,21,c,27,c,89,4,3,c,3,c,597,c,60,50,65,c,c,c,75,c,8,6,8,c,c,c,103,534,0,c,106,0,c,13,67,0,c,13,0,c,c,7,17,28,40,c,1,2,4,5,574,c,c,143,11,60,c,72,c,c,18,1,8,c,655,101,40,513,283,482,173,6,95,25,15,589,513,76,-207,82,13,5,0,36,61,22,1,12,3,2,87,13,68,9,305,210,69,822,473,176,c,122,c,58,21,c,15,c,548,291,c,8,7,c,40,29,0,14,0,152,c,53,c,1,1,c,7,5,0,3,0,28,c
44,E06000011,LA,811,East Riding of Yorkshire,290,260,287,312,334,63178,62735,62763,62638,62942,46,41,46,50,53,430,367,374,394,436,c,c,c,c,c,179,155,54,46,14,47,66,137,70,4,14,20,41,21,299,11,c,14,c,0,90,3,c,4,c,0,239,11,33,c,43,c,0,0,72,3,10,c,13,c,0,0,49,207,0,28,50,0,0,15,62,0,8,15,0,0,0,c,8,8,16,0,c,3,3,5,206,c,c,79,10,33,0,62,c,c,24,3,10,0,175,143,16,219,115,144,31,68,75,7,9,522,219,303,188,52,43,5,0,34,43,9,20,22,2,3,42,58,40,12,106,71,67,362,141,32,80,74,35,39,9,22,20,10,234,84,c,c,c,0,25,11,0,7,c,c,99,36,c,c,c,0,11,5,0,3,c,c,42
48,E06000012,LA,812,North East Lincolnshire,265,295,297,354,448,34317,34221,34261,34392,34503,77,86,87,103,130,418,464,442,454,552,c,c,c,c,c,240,208,54,46,24,97,102,158,67,5,22,23,35,15,410,18,c,14,c,0,92,4,c,3,c,0,322,c,57,c,61,c,0,0,72,c,13,c,14,c,0,0,144,251,0,c,36,0,c,32,56,0,c,8,0,c,c,6,6,11,17,c,2,2,3,4,354,c,c,25,c,57,0,79,c,c,6,c,13,0,374,57,17,339,109,321,53,c,54,c,c,388,339,49,-60,83,13,4,0,24,72,12,c,12,c,c,87,13,28,6,133,88,66,495,353,49,8,62,23,71,10,2,13,5,296,23,c,c,c,c,10,14,0,7,0,13,222,8,c,c,c,c,3,5,0,2,0,4,75
49,E06000013,LA,813,North Lincolnshire,177,202,226,226,251,35223,35296,35401,35679,35714,50,57,64,63,70,237,265,305,314,354,c,c,c,c,c,149,102,59,41,13,27,48,106,57,5,11,19,42,23,210,c,c,8,24,0,84,c,c,3,10,0,195,c,16,19,15,c,0,0,78,c,6,8,6,c,0,0,23,156,0,c,57,0,c,9,62,0,c,23,0,c,c,c,8,16,29,c,c,4,7,12,215,0,c,c,c,16,0,86,0,c,c,c,6,0,193,27,31,200,51,168,25,c,23,28,c,289,200,89,38,77,11,12,0,20,67,10,c,9,11,c,69,31,28,11,82,51,62,337,175,21,12,26,103,52,6,4,8,31,205,145,c,c,c,0,20,14,c,12,0,c,0,71,c,c,c,0,10,7,c,6,0,c,0
50,E10000023,LA,815,North Yorkshire,446,411,424,436,428,117565,117258,117453,117596,117499,38,35,36,37,36,620,603,581,612,578,47,41,31,20,13,258,170,60,40,20,61,66,169,112,5,14,15,39,26,383,18,c,c,18,c,89,4,c,c,4,c,321,c,48,18,30,c,c,c,75,c,11,4,7,c,c,c,43,278,0,c,82,0,c,10,65,0,c,19,0,c,c,c,18,19,24,c,c,4,4,6,347,c,c,22,c,48,c,81,c,c,5,c,11,c,259,145,24,357,71,242,17,91,54,24,0,647,357,290,219,61,34,6,0,17,57,4,21,13,6,0,55,45,52,12,145,105,72,508,261,26,120,55,46,51,5,24,11,9,381,50,c,c,c,c,60,27,0,34,c,39,156,13,c,c,c,c,16,7,0,9,c,10,41
54,E06000014,LA,816,York,192,192,205,195,207,36585,36671,36639,36524,36572,52,52,56,53,57,282,264,270,262,263,7,c,c,c,c,112,95,54,46,19,29,40,76,43,9,14,19,37,21,188,c,c,c,c,0,91,c,c,c,c,0,162,c,20,c,15,c,0,0,78,c,10,c,7,c,0,0,24,148,0,13,22,0,0,12,71,0,6,11,0,0,0,0,c,6,c,0,0,c,3,c,142,c,c,36,c,20,0,69,c,c,17,c,10,0,162,c,c,124,83,117,45,c,37,c,c,155,124,31,-52,78,c,c,60,40,57,22,c,18,c,c,80,20,30,14,76,43,57,211,124,30,c,48,c,59,14,c,23,c,141,31,c,0,c,c,26,6,c,13,c,9,49,22,c,0,c,c,18,4,c,9,c,6,35
86,E06000032,LA,821,Luton,400,379,366,379,406,54693,56035,56881,57043,57375,73,68,64,66,71,583,546,555,565,559,37,48,50,46,48,240,166,59,41,17,40,58,172,119,4,10,14,42,29,210,84,49,53,c,c,52,21,12,13,c,c,294,7,18,49,31,c,c,0,72,2,4,12,8,c,c,0,41,232,0,c,111,0,c,10,57,0,c,27,0,c,11,13,34,27,47,3,3,9,7,12,121,c,c,236,21,18,0,30,c,c,58,5,4,0,230,128,48,186,220,153,77,0,128,33,15,339,186,153,-67,57,32,12,0,54,38,19,0,32,8,4,55,45,56,14,120,74,62,486,187,98,0,133,68,38,20,0,27,14,288,18,c,0,c,0,32,15,0,c,c,24,180,6,c,0,c,0,11,5,0,c,c,8,63
81,E06000055,LA,822,Bedford Borough,254,259,265,239,232,37402,37970,38692,39224,40088,68,68,68,61,58,388,373,389,364,331,c,c,0,0,0,131,101,56,44,14,23,30,116,49,6,10,13,50,21,133,48,c,34,c,0,57,21,c,15,c,0,169,15,c,21,18,c,0,c,73,6,c,9,8,c,0,c,29,141,0,c,35,0,c,13,61,0,c,15,0,c,18,22,23,22,22,7,8,9,9,9,110,c,c,110,c,c,c,47,c,c,47,c,c,c,172,38,22,122,110,107,65,c,37,14,c,269,122,147,37,74,16,9,0,47,46,28,c,16,6,c,45,55,23,10,90,55,61,249,111,65,0,48,25,45,26,0,19,10,151,36,0,c,0,0,8,c,0,c,c,35,63,24,0,c,0,0,5,c,0,c,c,23,42
82,E06000056,LA,823,Central Bedfordshire,274,284,303,312,320,58555,59542,60670,61449,62515,47,48,50,51,51,388,382,412,426,423,c,c,c,c,c,189,131,59,41,15,32,65,131,77,5,10,20,41,24,257,20,9,11,23,0,80,6,3,3,7,0,229,14,16,0,54,c,0,c,72,4,5,0,17,c,0,c,c,201,0,32,61,0,c,c,63,0,10,19,0,c,18,34,46,39,35,7,12,15,13,11,145,8,c,142,c,16,c,45,3,c,44,c,5,c,220,66,34,134,186,118,102,c,62,c,22,302,134,168,-18,69,21,11,0,58,37,32,c,19,c,7,44,56,20,6,124,105,85,310,97,105,c,68,c,31,34,c,22,c,197,75,c,c,7,0,22,20,c,8,c,44,13,38,c,c,4,0,11,10,c,4,c,22,7
131,E10000002,LA,825,Buckinghamshire,435,459,454,472,515,118896,120726,122367,123075,124321,37,38,37,38,41,592,681,665,647,681,29,7,0,0,0,276,239,54,46,21,62,78,219,135,4,12,15,43,26,335,86,31,24,32,7,65,17,6,5,6,1,345,18,28,c,109,8,c,0,67,3,5,c,21,2,c,0,62,299,0,c,112,0,c,12,58,0,c,22,0,c,18,19,24,35,31,4,4,5,7,6,159,c,c,257,58,28,0,31,c,c,50,11,5,0,274,205,36,224,291,193,81,18,187,13,23,401,224,177,-114,53,40,7,0,57,37,16,3,36,3,4,56,44,46,9,172,125,73,568,245,71,16,190,46,43,13,3,33,8,457,75,c,c,c,c,77,13,c,30,7,73,171,16,c,c,c,c,17,3,c,7,2,16,37
137,E06000042,LA,826,Milton Keynes,339,345,396,394,381,65306,66280,67345,67647,68278,52,52,59,58,56,469,517,538,533,549,c,c,c,c,c,218,163,57,43,28,51,87,150,65,7,13,23,39,17,244,60,c,44,c,c,64,16,c,12,c,c,295,6,29,c,44,c,0,0,77,2,8,c,12,c,0,0,74,209,0,35,63,0,0,19,55,0,9,17,0,0,25,41,41,30,23,7,12,10,8,6,215,c,c,112,13,29,0,56,c,c,29,3,8,0,283,74,24,226,155,207,76,c,71,16,c,417,226,191,36,74,19,6,0,41,54,20,c,19,4,c,54,46,41,11,150,99,66,523,288,80,c,118,c,55,15,c,23,c,357,94,c,0,c,c,40,28,0,17,10,100,61,26,c,0,c,c,11,8,0,5,3,28,17
57,E10000007,LA,830,Derbyshire,609,586,631,709,802,154075,153445,153059,153099,153272,40,38,41,46,52,880,871,878,966,1070,0,0,0,0,0,460,342,57,43,64,135,153,280,170,8,17,19,35,21,683,60,6,23,18,12,85,7,1,3,2,1,593,33,31,43,89,c,c,0,74,4,4,5,11,c,c,0,173,381,0,c,158,0,c,22,48,0,c,20,0,c,c,13,27,33,36,c,2,4,5,4,503,c,c,240,c,31,0,63,c,c,30,c,4,0,563,203,36,497,305,413,150,60,143,24,12,976,497,479,174,70,25,4,0,38,51,19,7,18,3,1,51,49,61,8,216,148,69,744,389,115,74,139,27,52,15,10,19,4,378,80,17,c,c,0,34,28,0,15,8,47,138,21,4,c,c,0,9,7,0,4,2,12,37
56,E06000015,LA,831,Derby,470,448,448,491,562,58267,58724,59312,59670,59899,81,76,76,82,94,626,620,647,710,763,0,0,0,0,0,322,240,57,43,39,72,110,225,116,7,13,20,40,21,395,69,44,38,c,c,70,12,8,7,c,c,390,c,29,0,103,c,c,25,69,c,5,0,18,c,c,4,99,314,0,c,106,0,c,18,56,0,c,19,0,c,c,10,9,9,40,c,2,2,2,7,130,c,c,325,44,29,25,23,c,c,58,8,5,4,354,168,40,205,357,172,182,c,167,32,c,271,205,66,-291,63,30,7,0,64,31,32,c,30,6,c,76,24,57,10,167,124,74,711,275,196,c,153,c,39,28,c,22,c,423,41,c,c,c,c,21,19,0,11,c,86,228,10,c,c,c,c,5,4,0,3,c,20,54
154,E10000009,LA,835,Dorset,383,479,482,452,416,77248,77154,77157,76861,76699,50,62,62,59,54,549,664,696,651,607,43,22,17,11,10,232,184,56,44,18,34,83,169,112,4,8,20,41,27,376,18,c,6,10,c,90,4,c,1,2,c,289,16,21,28,28,34,0,0,69,4,5,7,7,8,0,0,c,237,0,41,97,c,0,c,57,0,10,23,c,0,0,c,13,9,11,0,c,3,2,3,307,c,c,69,c,21,0,74,c,c,17,c,5,0,229,167,20,262,154,188,41,69,98,c,c,468,262,206,52,55,40,5,0,37,45,10,17,24,c,c,56,44,34,8,142,59,42,446,193,50,79,104,20,43,11,18,23,4,284,51,6,0,c,c,41,18,0,15,c,57,88,18,2,0,c,c,14,6,0,5,c,20,31
159,E06000029,LA,836,Poole,169,180,194,190,194,29683,29786,30180,30190,30188,57,60,64,63,64,233,253,273,270,277,7,6,c,c,c,124,70,64,36,10,16,25,80,63,5,8,13,41,32,167,c,c,0,13,c,86,c,c,0,7,c,145,c,6,8,27,c,0,0,75,c,3,4,14,c,0,0,33,99,0,13,49,0,0,17,51,0,7,25,0,0,0,c,20,21,14,0,c,10,11,7,142,c,c,32,6,6,0,73,c,c,16,3,3,0,153,23,18,104,90,99,54,c,21,c,c,196,104,92,c,79,12,9,0,46,51,28,c,11,c,c,53,47,12,6,56,42,75,178,79,59,c,c,22,44,33,c,c,12,87,23,0,0,c,0,12,9,0,c,c,13,21,26,0,0,c,0,14,10,0,c,c,15,24
150,E06000028,LA,837,Bournemouth,260,254,240,246,251,34117,34813,35312,35981,36373,76,73,68,68,69,417,371,344,331,344,0,0,0,0,0,142,109,57,43,16,37,36,82,80,6,15,14,33,32,193,23,c,11,17,c,77,9,c,4,7,c,167,6,21,28,20,9,0,0,67,2,8,11,8,4,0,0,35,133,0,25,58,0,0,14,53,0,10,23,0,0,0,c,9,16,17,0,c,4,7,7,135,0,c,79,c,21,0,54,0,c,31,c,8,0,193,32,26,142,109,126,67,0,32,16,10,239,142,97,-12,77,13,10,0,43,50,27,0,13,6,4,59,41,8,3,74,53,72,183,98,44,0,19,22,54,24,0,10,12,151,25,71,0,c,0,c,c,0,c,0,21,20,17,47,0,c,0,c,c,0,c,0,14,13
4,E06000047,LA,840,Durham,617,678,812,803,840,100287,100233,100271,100540,101040,62,68,81,80,83,871,919,1113,1160,1171,39,35,25,18,15,473,367,56,44,63,171,178,307,121,8,20,21,37,14,815,14,c,0,c,c,97,2,c,0,c,c,609,24,65,c,76,c,0,56,73,3,8,c,9,c,0,7,127,512,0,68,133,0,0,15,61,0,8,16,0,0,c,c,7,c,c,c,c,1,c,c,551,c,c,103,60,65,c,66,c,c,12,7,8,c,755,c,c,629,211,600,155,c,56,c,0,1120,629,491,280,90,c,c,75,25,71,18,c,7,c,0,56,44,90,11,298,188,63,984,717,170,23,68,6,73,17,2,7,1,576,164,54,c,c,0,53,28,0,16,33,130,89,28,9,c,c,0,9,5,0,3,6,23,15
3,E06000005,LA,841,Darlington,200,205,219,214,264,22739,22674,22581,22476,22454,88,90,97,95,118,289,288,308,294,348,c,c,c,0,0,161,103,61,39,20,42,68,103,31,8,16,26,39,12,239,14,c,c,0,0,91,5,c,c,0,0,185,c,31,c,37,c,0,c,70,c,12,c,14,c,0,c,57,166,0,21,20,0,0,22,63,0,8,8,0,0,0,0,0,0,c,0,0,0,0,c,109,c,c,85,33,31,c,41,c,c,32,13,12,c,232,c,c,152,112,151,81,0,c,c,c,291,152,139,27,88,c,c,58,42,57,31,0,c,c,c,52,48,25,9,73,47,64,348,199,108,0,c,c,57,31,0,c,c,212,67,c,c,8,0,32,9,0,c,c,57,31,32,c,c,4,0,15,4,0,c,c,27,15
132,E10000011,LA,845,East Sussex,546,543,555,602,600,105439,105922,106045,106045,106378,52,51,52,57,56,728,730,737,756,788,52,36,c,c,c,321,279,54,47,32,83,116,250,119,5,14,19,42,20,515,39,21,15,c,c,86,7,4,3,c,c,473,c,23,0,80,c,c,0,79,c,4,0,13,c,c,0,c,319,0,90,108,c,0,c,53,0,15,18,c,0,6,17,24,20,36,1,3,4,3,6,414,c,c,134,17,23,0,69,c,c,22,3,4,0,447,112,41,507,93,437,10,36,76,34,7,770,507,263,170,75,19,7,0,16,73,2,6,13,6,1,66,34,72,12,221,154,70,649,416,10,61,94,68,64,2,9,14,10,454,159,c,c,6,0,93,48,0,30,40,56,13,35,c,c,1,0,20,11,0,7,9,12,3
130,E06000043,LA,846,Brighton and Hove,472,438,456,419,391,50942,51142,51152,50981,51005,93,86,89,82,77,651,668,628,593,575,12,14,14,15,14,217,174,55,45,14,33,67,156,121,4,8,17,40,31,284,47,c,14,33,c,73,12,c,4,8,c,301,10,11,c,59,c,c,0,77,3,3,c,15,c,c,0,42,203,0,41,105,0,0,11,52,0,10,27,0,0,10,34,38,30,38,2,8,8,7,10,209,c,c,155,10,11,0,53,c,c,40,3,3,0,274,61,56,159,232,138,136,0,61,21,35,226,159,67,-165,70,16,14,0,59,35,35,0,16,5,9,70,30,32,8,113,72,64,419,158,96,0,69,96,38,23,0,16,23,442,168,c,c,c,0,56,12,c,18,c,65,110,38,c,c,c,0,13,3,c,4,c,15,25
133,E10000014,LA,850,Hampshire,1333,1305,1440,1594,1664,281692,282110,283036,283314,284002,47,46,51,56,59,1842,1819,1939,2054,2231,16,10,6,6,c,974,690,59,41,62,200,356,648,398,4,12,21,39,24,1412,57,27,91,57,20,85,3,2,5,3,1,1189,48,178,58,180,c,c,0,71,3,11,3,11,c,c,0,237,988,0,c,343,0,c,14,59,0,c,21,0,c,20,29,80,113,133,2,2,6,7,8,823,c,c,597,60,178,0,49,c,c,36,4,11,0,1007,490,167,1084,580,827,180,210,280,47,120,1721,1084,637,57,61,29,10,0,35,50,11,13,17,3,7,63,37,265,16,533,359,67,2238,949,235,348,411,295,42,11,16,18,13,1557,562,9,c,29,10,176,147,c,81,153,210,169,36,1,c,2,1,11,9,c,5,10,13,11
139,E06000044,LA,851,Portsmouth,320,322,358,415,486,43341,43756,43990,44192,44046,74,74,81,94,110,469,445,477,591,643,c,0,0,0,0,312,174,64,36,18,57,63,190,158,4,12,13,39,33,349,28,c,27,76,c,72,6,c,6,16,c,356,c,32,37,50,c,0,0,73,c,7,8,10,c,0,0,55,258,0,c,137,0,c,11,53,0,c,28,0,c,9,32,45,72,101,3,10,13,17,21,298,c,0,133,c,32,0,61,c,0,27,c,7,0,333,52,101,220,266,178,155,0,52,42,59,305,220,85,-181,69,11,21,0,55,37,32,0,11,9,12,72,28,77,16,125,83,66,708,227,150,c,c,264,32,21,c,c,37,474,226,c,0,13,0,75,58,0,43,24,27,c,48,c,0,3,0,16,12,0,9,5,6,c
142,E06000045,LA,852,Southampton,582,591,540,522,481,48456,49055,49828,50305,50832,120,120,108,104,95,757,792,754,717,689,0,0,0,0,0,280,201,58,42,25,55,115,214,72,5,11,24,44,15,390,52,14,13,c,c,81,11,3,3,c,c,381,13,41,0,39,c,c,0,79,3,9,0,8,c,c,0,59,329,0,51,c,c,c,12,68,0,11,c,c,c,6,c,11,15,15,1,c,2,3,3,236,c,c,179,14,41,0,49,c,c,37,3,9,0,362,100,19,201,280,192,170,c,99,c,11,321,201,120,-160,75,21,4,0,58,40,35,c,21,c,2,63,37,60,12,235,152,65,543,234,157,c,126,c,43,29,c,23,c,362,53,c,c,c,0,16,21,0,c,0,38,225,15,c,c,c,0,4,6,0,c,0,10,62
59,E10000018,LA,855,Leicestershire,471,469,510,554,584,134753,135552,136857,138410,140307,35,35,37,40,42,693,713,721,726,757,57,46,33,27,23,321,263,55,45,35,101,115,221,112,6,17,20,38,19,505,35,13,c,22,c,86,6,2,c,4,c,437,32,c,39,54,c,c,0,75,5,c,7,9,c,c,0,90,324,0,c,114,0,c,15,55,0,c,20,0,c,9,22,27,25,28,2,5,5,5,5,290,c,c,268,c,17,0,50,c,c,46,c,3,0,429,127,28,386,198,349,80,26,101,11,17,869,386,483,285,73,22,5,0,34,60,14,4,17,2,3,44,56,49,8,177,117,66,555,311,75,19,108,42,56,14,3,19,8,346,188,c,0,0,c,9,c,0,c,0,28,112,54,c,0,0,c,3,c,0,c,0,8,32
58,E06000016,LA,856,Leicester,533,596,639,676,611,80803,81977,83355,83778,83994,66,73,77,81,73,735,783,863,883,833,0,0,0,0,0,326,285,53,47,27,103,134,242,105,4,17,22,40,17,372,104,66,48,12,9,61,17,11,8,2,1,500,9,34,21,41,c,0,c,82,1,6,3,7,c,0,c,136,381,0,53,c,c,c,22,62,0,9,c,c,c,c,c,13,13,11,c,c,2,2,2,475,c,c,91,c,34,c,78,c,c,15,c,6,c,523,77,11,295,316,285,238,c,73,6,c,424,295,129,-187,86,13,2,0,52,47,39,c,12,1,c,70,30,45,7,244,187,77,476,259,151,c,53,c,54,32,c,11,c,326,197,0,c,c,c,25,6,0,7,c,58,25,60,0,c,c,c,8,2,0,2,c,18,8
64,E06000017,LA,857,Rutland,34,40,39,30,33,7711,7740,7734,7765,7807,44,52,50,39,42,48,57,59,48,41,0,0,0,0,0,19,14,58,42,0,c,9,15,c,0,c,27,45,c,27,c,0,c,c,0,82,c,0,c,c,0,24,0,c,0,c,c,0,0,73,0,c,0,c,c,0,0,c,22,0,0,c,0,0,c,67,0,0,c,0,0,0,c,c,c,c,0,c,c,c,c,20,0,0,7,c,c,0,61,0,0,21,c,c,0,20,c,c,13,20,13,c,0,11,0,c,30,13,17,c,61,c,c,39,61,39,c,0,33,0,c,43,57,c,c,16,14,88,19,9,c,0,c,c,47,c,0,c,c,8,c,0,0,0,0,c,0,0,0,0,c,c,c,0,0,0,0,c,0,0,0,0,c,c
73,E10000028,LA,860,Staffordshire,929,981,994,1100,1172,169607,168819,168699,168935,169603,55,58,59,65,69,1289,1296,1305,1423,1495,23,21,10,10,c,671,501,57,43,62,158,231,478,243,5,13,20,41,21,1023,70,19,c,36,c,87,6,2,c,3,c,845,c,90,96,117,c,0,0,72,c,8,8,10,c,0,0,183,748,0,c,171,c,0,16,64,0,c,15,c,0,20,75,86,76,65,2,8,9,7,6,521,c,c,523,27,90,0,44,c,c,45,2,8,0,834,269,69,783,389,624,210,120,149,39,30,1624,783,841,452,71,23,6,0,33,53,18,10,13,3,3,48,52,108,9,393,268,68,1164,595,174,143,168,84,51,15,12,14,7,771,321,6,c,c,c,118,60,c,34,63,124,34,42,1,c,c,c,15,8,c,4,8,16,4
74,E06000021,LA,861,Stoke-on-Trent,610,655,653,740,851,55778,56132,56748,57271,57549,109,117,115,129,148,815,876,867,872,994,28,34,39,37,0,447,404,53,47,45,166,227,309,104,5,20,27,36,12,685,87,36,29,c,c,80,10,4,3,c,c,603,15,84,11,89,c,c,41,71,2,10,1,10,c,c,5,163,571,0,59,c,0,c,19,67,0,7,c,0,c,c,c,7,11,16,c,c,1,1,2,368,c,c,338,12,84,41,43,c,c,40,1,10,5,682,153,16,448,403,437,245,c,148,c,10,591,448,143,-260,80,18,2,0,47,51,29,c,17,c,1,76,24,73,9,373,257,69,846,391,232,8,195,20,46,27,1,23,2,587,164,c,9,c,0,52,26,c,17,9,279,18,28,c,2,c,0,9,4,c,3,2,48,3
164,E06000054,LA,865,Wiltshire,406,414,442,444,462,104021,104133,105284,105597,105692,39,40,42,42,44,586,571,584,597,604,32,27,28,22,34,257,205,56,44,28,37,69,204,124,6,8,15,44,27,389,c,c,13,42,c,84,c,c,3,9,c,345,20,12,33,40,c,c,c,75,4,3,7,9,c,c,c,55,251,0,c,121,0,c,12,54,0,c,26,0,c,6,7,24,38,40,1,2,5,9,9,222,c,c,196,19,12,c,48,c,c,42,4,3,c,257,145,60,285,177,227,30,40,105,18,42,457,285,172,c,56,31,13,0,38,49,6,9,23,4,9,62,38,40,9,177,133,75,442,196,23,40,98,85,44,5,9,22,19,275,106,0,0,0,c,13,c,0,c,c,136,10,39,0,0,0,c,5,c,0,c,c,49,4
162,E06000030,LA,866,Swindon,250,293,330,360,348,48625,49056,49478,49924,50239,51,60,67,72,69,375,425,473,501,491,10,14,16,21,20,193,155,55,45,15,54,77,110,92,4,16,22,32,26,274,25,14,18,6,11,79,7,4,5,2,3,235,10,39,18,c,36,c,c,68,3,11,5,c,10,c,c,58,170,0,c,69,0,c,17,49,0,c,20,0,c,c,14,21,26,24,c,5,6,7,7,155,c,c,126,16,39,c,45,c,c,36,5,11,c,231,93,24,207,141,203,28,0,93,c,c,279,207,72,-69,66,27,7,0,41,58,8,0,27,c,c,74,26,25,7,106,62,58,317,177,27,0,97,16,56,9,0,31,5,279,45,0,c,c,c,25,c,0,c,10,c,183,16,0,c,c,c,9,c,0,c,4,c,66
129,E06000036,LA,867,Bracknell Forest,104,98,116,138,158,27809,28139,28174,28071,28336,37,35,41,49,56,157,161,165,199,221,c,0,0,0,0,88,70,56,44,c,c,24,74,38,c,c,15,47,24,130,13,8,c,c,0,82,8,5,c,c,0,114,c,c,c,29,c,c,0,72,c,c,c,18,c,c,0,27,98,0,7,26,0,0,17,62,0,4,16,0,0,c,c,c,c,c,c,c,c,c,c,86,6,c,53,7,c,0,54,4,c,34,4,c,0,106,44,8,87,71,84,22,c,43,c,c,175,87,88,17,67,28,5,0,45,53,14,c,27,c,c,50,50,31,20,31,20,65,264,151,37,c,58,c,57,14,c,22,c,176,58,0,c,c,0,44,10,c,11,c,16,22,33,0,c,c,0,25,6,c,6,c,9,13
