LA_order,New_geog_code,geog_l,geog_c,geog_n,CL_All_17&18,CL_All_17,CL_All_18,CL_Act_EET17&18,CL_Act_EET17,CL_Act_EET18,CL_Act_HE17&18,CL_Act_HE17,CL_Act_HE18,CL_Act_OE17&18,CL_Act_OE17,CL_Act_OE18,CL_Act_TE17&18,CL_Act_TE17,CL_Act_TE18,CL_Act_NEET17&18,CL_Act_NEET17,CL_Act_NEET18,CL_Act_NEET_ill17&18,CL_Act_NEET_ill17,CL_Act_NEET_ill18,CL_Act_NEET_oth17&18,CL_Act_NEET_oth17,CL_Act_NEET_oth18,CL_Act_NEET_preg17&18,CL_Act_NEET_preg17,CL_Act_NEET_preg18,CL_Act_NoInf17&18,CL_Act_NoInf17,CL_Act_NoInf18,CL_Act_EET17&18_pc,CL_Act_EET17_pc,CL_Act_EET18_pc,CL_Act_HE17&18_pc,CL_Act_HE17_pc,CL_Act_HE18_pc,CL_Act_OE17&18_pc,CL_Act_OE17_pc,CL_Act_OE18_pc,CL_Act_TE17&18_pc,CL_Act_TE17_pc,CL_Act_TE18_pc,CL_Act_NEET17&18_pc,CL_Act_NEET17_pc,CL_Act_NEET18_pc,CL_Act_NEET_ill17&18_pc,CL_Act_NEET_ill17_pc,CL_Act_NEET_ill18_pc,CL_Act_NEET_oth17&18_pc,CL_Act_NEET_oth17_pc,CL_Act_NEET_oth18_pc,CL_Act_NEET_preg17&18_pc,CL_Act_NEET_preg17_pc,CL_Act_NEET_preg18_pc,CL_Act_NoInf17&18_pc,CL_Act_NoInf17_pc,CL_Act_NoInf18_pc,CL_Acc_Total_SUIT17&18,CL_Acc_Total_SUIT17,CL_Acc_Total_SUIT18,CL_Acc_SUIT17&18,CL_Acc_SUIT17,CL_Acc_SUIT18,CL_Acc_NotSUIT17&18,CL_Acc_NotSUIT17,CL_Acc_NotSUIT18,CL_Acc_NoSUITInfo17&18,CL_Acc_NoSUITInfo17,CL_Acc_NoSUITInfo18,CL_Acc_SUIT17&18_pc,CL_Acc_SUIT17_pc,CL_Acc_SUIT18_pc,CL_Acc_NotSUIT17&18_pc,CL_Acc_NotSUIT17_pc,CL_Acc_NotSUIT18_pc,CL_Acc_NoSUITInfo17&18_pc,CL_Acc_NoSUITInfo17_pc,CL_Acc_NoSUITInfo18_pc,CL_Acc_P17&18,CL_Acc_P17,CL_Acc_P18,CL_Acc_CH17&18,CL_Acc_CH17,CL_Acc_CH18,CL_Acc_SITA17&18,CL_Acc_SITA17,CL_Acc_SITA18,CL_Acc_SL17&18,CL_Acc_SL17,CL_Acc_SL18,CL_Acc_GA17&18,CL_Acc_GA17,CL_Acc_GA18,CL_Acc_Dep17&18,CL_Acc_Dep17,CL_Acc_Dep18,CL_Acc_OL17&18,CL_Acc_OL17,CL_Acc_OL18,CL_Acc_NK17&18,CL_Acc_NK17,CL_Acc_NK18,CL_Acc_NFA17&18,CL_Acc_NFA17,CL_Acc_NFA18,CL_Acc_F17&18,CL_Acc_F17,CL_Acc_F18,CL_Acc_IL17&18,CL_Acc_IL17,CL_Acc_IL18,CL_Acc_EA17&18,CL_Acc_EA17,CL_Acc_EA18,CL_Acc_BB17&18,CL_Acc_BB17,CL_Acc_BB18,CL_Acc_Cust17&18,CL_Acc_Cust17,CL_Acc_Cust18,CL_Acc_FFC17&18,CL_Acc_FFC17,CL_Acc_FFC18,CL_Acc_OTH17&18,CL_Acc_OTH17,CL_Acc_OTH18,CL_Acc_NoInf17&18,CL_Acc_NoInf17,CL_Acc_NoInf18,CL_Acc_P17&18_pc,CL_Acc_P17_pc,CL_Acc_P18_pc,CL_Acc_CH17&18_pc,CL_Acc_CH17_pc,CL_Acc_CH18_pc,CL_Acc_SITA17&18_pc,CL_Acc_SITA17_pc,CL_Acc_SITA18_pc,CL_Acc_SL17&18_pc,CL_Acc_SL17_pc,CL_Acc_SL18_pc,CL_Acc_GA17&18_pc,CL_Acc_GA17_pc,CL_Acc_GA18_pc,CL_Acc_Dep17&18_pc,CL_Acc_Dep17_pc,CL_Acc_Dep18_pc,CL_Acc_OL17&18_pc,CL_Acc_OL17_pc,CL_Acc_OL18_pc,CL_Acc_NK17&18_pc,CL_Acc_NK17_pc,CL_Acc_NK18_pc,CL_Acc_NFA17&18_pc,CL_Acc_NFA17_pc,CL_Acc_NFA18_pc,CL_Acc_F17&18_pc,CL_Acc_F17_pc,CL_Acc_F18_pc,CL_Acc_IL17&18_pc,CL_Acc_IL17_pc,CL_Acc_IL18_pc,CL_Acc_EA17&18_pc,CL_Acc_EA17_pc,CL_Acc_EA18_pc,CL_Acc_BB17&18_pc,CL_Acc_BB17_pc,CL_Acc_BB18_pc,CL_Acc_Cust17&18_pc,CL_Acc_Cust17_pc,CL_Acc_Cust18_pc,CL_Acc_FFC17&18_pc,CL_Acc_FFC17_pc,CL_Acc_FFC18_pc,CL_Acc_OTH17&18_pc,CL_Acc_OTH17_pc,CL_Acc_OTH18_pc,CL_Acc_NoInf17&18_pc,CL_Acc_NoInf17_pc,CL_Acc_NoInf18_pc,CL_InTouch_IT17&18,CL_InTouch_IT17,CL_InTouch_IT18,CL_InTouch_Refu17&18,CL_InTouch_Refu17,CL_InTouch_Refu18,CL_InTouch_NoServ17&18,CL_InTouch_NoServ17,CL_InTouch_NoServ18,CL_InTouch_Not17&18,CL_InTouch_Not17,CL_InTouch_Not18,CL_InTouch_IT17&18_pc,CL_InTouch_IT17_pc,CL_InTouch_IT18_pc,CL_InTouch_Refu17&18_pc,CL_InTouch_Refu17_pc,CL_InTouch_Refu18_pc,CL_InTouch_NoServ17&18_pc,CL_InTouch_NoServ17_pc,CL_InTouch_NoServ18_pc,CL_InTouch_Not17&18_pc,CL_InTouch_Not17_pc,CL_InTouch_Not18_pc,CL_Stayput_18,CL_Stayput_FFC_18,CL_Stayput_FFC_18_pc
8,E08000021,LA,391,Newcastle upon Tyne,63,8,55,31,x,28,x,0,x,21,x,x,x,0,8,x,x,x,x,x,x,23,x,x,x,0,x,x,x,x,49,x,51,x,0,x,33,x,x,x,0,15,x,x,x,x,x,x,37,x,x,x,0,x,x,x,x,63,8,55,54,x,x,x,x,x,x,x,x,86,x,x,x,x,x,x,x,x,16,x,x,x,0,x,x,x,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,8,0,8,0,0,0,0,0,0,6,x,x,13,0,13,x,x,x,x,x,x,25,x,x,x,0,x,x,x,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,13,0,15,0,0,0,0,0,0,10,x,x,21,0,24,x,x,x,x,x,x,x,x,x,0,0,0,x,x,0,x,x,x,x,x,x,0,0,0,x,x,0,x,x,x,x,x,x
9,E08000022,LA,392,North Tyneside,35,x,x,21,x,19,x,0,x,x,0,x,11,x,x,14,0,14,x,0,x,x,0,x,x,0,x,0,0,0,60,x,58,x,0,x,x,0,x,31,x,x,40,0,42,x,0,x,x,0,x,x,0,x,0,0,0,35,x,x,x,x,x,x,0,x,0,0,0,x,x,x,x,0,x,0,0,0,x,x,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,10,x,x,0,0,0,0,0,0,x,0,x,7,0,7,x,0,x,0,0,0,x,x,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,29,x,x,0,0,0,0,0,0,x,0,x,20,0,21,x,0,x,0,0,0,35,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,11,7,64
12,E08000023,LA,393,South Tyneside,32,x,x,23,x,21,x,0,x,13,x,x,x,x,x,9,x,8,x,0,x,x,x,x,x,0,x,0,0,0,72,x,72,x,0,x,41,x,x,x,x,x,28,x,28,x,0,x,x,x,x,x,0,x,0,0,0,32,x,x,32,x,x,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,13,x,x,x,0,x,6,x,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,41,x,x,x,0,x,19,x,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,32,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,8,x,63
14,E08000024,LA,394,Sunderland,57,x,x,39,x,36,x,0,x,x,x,x,20,x,x,x,x,15,x,0,x,12,x,x,x,0,x,x,x,x,68,x,69,x,0,x,x,x,x,35,x,x,x,x,29,x,0,x,21,x,x,x,0,x,x,x,x,57,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,x,x,0,x,8,0,8,6,0,6,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,9,x,x,6,x,x,x,0,x,0,0,0,x,0,x,13,0,13,x,x,x,x,x,x,x,0,x,x,0,x,14,0,15,11,0,12,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,16,x,x,11,x,x,x,0,x,0,0,0,x,0,x,23,0,25,x,x,x,x,x,x,x,x,51,0,0,0,0,0,0,x,x,x,x,x,98,0,0,0,0,0,0,x,x,x,12,10,83
149,E06000022,LA,800,Bath and North East Somerset,27,x,x,16,x,14,x,0,x,x,x,x,x,0,x,x,x,7,x,0,x,6,x,x,0,0,0,x,0,x,59,x,58,x,0,x,x,x,x,x,0,x,x,x,29,x,0,x,22,x,x,0,0,0,x,0,x,27,x,x,x,x,x,x,0,x,x,0,x,x,x,x,x,0,x,x,0,x,6,x,x,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,x,0,x,7,0,7,x,0,x,x,0,x,22,x,x,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,x,0,x,26,0,29,x,0,x,x,0,x,x,x,21,0,0,0,0,0,0,x,0,x,x,x,88,0,0,0,0,0,0,x,0,x,13,7,54
151,E06000023,LA,801,"Bristol, City of",139,10,129,85,x,79,0,0,0,59,x,x,26,x,x,x,x,x,9,0,9,35,x,x,x,0,x,x,x,x,61,x,61,0,0,0,42,x,x,19,x,x,x,x,x,6,0,7,25,x,x,x,0,x,x,x,x,139,10,129,128,x,x,x,x,x,x,x,x,92,x,x,x,x,x,x,x,x,15,x,x,12,0,12,33,x,x,6,0,6,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,7,x,x,15,x,x,0,0,0,x,0,x,x,x,x,40,0,40,0,0,0,x,x,x,11,x,x,9,0,9,24,x,x,4,0,5,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,5,x,x,11,x,x,0,0,0,x,0,x,x,x,x,29,0,31,0,0,0,x,x,x,x,x,x,0,0,0,0,0,0,x,x,x,x,x,x,0,0,0,0,0,0,x,x,x,53,37,-
157,E06000024,LA,802,North Somerset,35,0,35,18,0,18,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,13,0,13,x,0,x,x,0,x,51,0,51,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,37,0,37,x,0,x,x,0,x,34,0,34,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,7,0,7,0,0,0,12,0,12,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,20,0,20,0,0,0,34,0,34,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,12,x,17
161,E06000025,LA,803,South Gloucestershire,36,x,x,28,x,24,x,0,x,17,x,x,x,x,x,x,0,6,x,0,x,x,0,x,0,0,0,x,x,x,78,x,77,x,0,x,47,x,x,x,x,x,x,0,19,x,0,x,x,0,x,0,0,0,x,x,x,36,x,x,x,x,x,0,0,0,x,x,x,x,x,x,0,0,0,x,x,x,7,x,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,9,0,9,x,x,x,x,x,x,19,x,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,25,0,29,x,x,x,x,x,x,x,x,30,0,0,0,x,x,0,x,0,x,x,x,97,0,0,0,x,x,0,x,0,x,15,9,60
6,E06000001,LA,805,Hartlepool,31,x,x,20,x,19,x,0,x,10,x,x,x,0,x,11,x,10,0,0,0,11,x,x,0,0,0,0,0,0,65,x,66,x,0,x,32,x,x,x,0,x,35,x,34,0,0,0,35,x,x,0,0,0,0,0,0,31,x,x,x,x,x,x,0,x,0,0,0,x,x,x,x,0,x,0,0,0,12,x,x,0,0,0,6,0,6,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,39,x,x,0,0,0,19,0,21,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,x,x,28,0,0,0,x,0,x,0,0,0,x,x,97,0,0,0,x,0,x,0,0,0,12,x,33
7,E06000002,LA,806,Middlesbrough,44,x,x,28,x,27,0,0,0,19,x,x,x,0,x,x,0,15,0,0,0,12,0,x,x,0,x,x,0,x,64,x,63,0,0,0,43,x,x,x,0,x,x,0,35,0,0,0,27,0,x,x,0,x,x,0,x,44,x,x,x,x,x,x,0,x,x,0,x,x,x,x,x,0,x,x,0,x,12,x,x,0,0,0,11,0,11,7,0,7,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,7,0,7,0,0,0,x,0,x,27,x,x,0,0,0,25,0,26,16,0,16,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,16,0,16,0,0,0,x,0,x,x,x,42,0,0,0,x,0,x,0,0,0,x,x,98,0,0,0,x,0,x,0,0,0,17,7,41
11,E06000003,LA,807,Redcar and Cleveland,24,x,x,16,x,15,x,0,x,10,x,x,x,0,x,8,0,8,0,0,0,x,0,x,x,0,x,0,0,0,67,x,65,x,0,x,42,x,x,x,0,x,33,0,35,0,0,0,x,0,x,x,0,x,0,0,0,24,x,x,24,x,x,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,x,x,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,x,x,0,0,0,0,0,0,0,0,0,29,0,30,0,0,0,0,0,0,24,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,9,7,78
13,E06000004,LA,808,Stockton-on-Tees,42,x,x,28,x,26,0,0,0,21,x,x,x,0,x,14,x,13,0,0,0,x,x,x,x,0,x,0,0,0,67,x,67,0,0,0,50,x,x,x,0,x,33,x,33,0,0,0,x,x,x,x,0,x,0,0,0,42,x,x,x,x,x,x,0,x,0,0,0,x,x,x,x,0,x,0,0,0,10,x,x,x,0,x,14,0,14,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,24,x,x,x,0,x,33,0,36,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,x,x,38,0,0,0,0,0,0,x,x,x,x,x,97,0,0,0,0,0,0,x,x,x,6,x,67
45,E06000010,LA,810,"Kingston Upon Hull, City of",62,x,x,40,x,39,x,0,x,25,x,x,x,0,12,x,x,19,x,x,x,16,x,x,x,0,x,x,0,x,65,x,66,x,0,x,40,x,x,x,0,20,x,x,32,x,x,x,26,x,x,x,0,x,x,0,x,62,x,x,x,x,x,x,0,x,x,0,x,x,x,x,x,0,x,x,0,x,10,x,x,x,x,x,16,x,x,16,0,16,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,7,0,7,x,0,x,x,0,x,16,x,x,x,x,x,26,x,x,26,0,27,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,11,0,12,x,0,x,x,0,x,x,x,57,0,0,0,x,0,x,x,0,x,x,x,97,0,0,0,x,0,x,x,0,x,21,6,-
44,E06000011,LA,811,East Riding of Yorkshire,42,x,x,36,x,34,0,0,0,24,x,x,12,x,x,6,0,6,x,0,x,x,0,x,x,0,x,0,0,0,86,x,85,0,0,0,57,x,x,29,x,x,14,0,15,x,0,x,x,0,x,x,0,x,0,0,0,42,x,x,x,x,x,x,0,x,0,0,0,x,x,x,x,0,x,0,0,0,10,x,x,x,0,x,x,0,x,8,0,8,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,15,0,15,0,0,0,0,0,0,24,x,x,x,0,x,x,0,x,19,0,20,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,36,0,38,0,0,0,0,0,0,42,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,18,15,83
48,E06000012,LA,812,North East Lincolnshire,28,x,x,21,x,18,0,0,0,x,x,x,x,x,x,7,0,7,0,0,0,x,0,x,x,0,x,0,0,0,75,x,72,0,0,0,x,x,x,x,x,x,25,0,28,0,0,0,x,0,x,x,0,x,0,0,0,28,x,x,28,x,x,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,7,x,x,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,x,0,x,x,x,x,0,0,0,25,x,x,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,36,0,0,0,0,0,0,0,0,0,x,0,x,x,x,x,0,0,0,28,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,x,x,x
49,E06000013,LA,813,North Lincolnshire,21,0,21,x,0,x,x,0,x,12,0,12,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,57,0,57,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,21,0,21,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,8,0,8,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,x,0,x,x,0,x,0,0,0,38,0,38,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,x,0,x,x,0,x,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,6,6,100
50,E10000023,LA,815,North Yorkshire,66,x,x,56,x,53,0,0,0,38,x,x,18,x,x,x,0,6,x,0,x,x,0,x,x,0,x,x,0,x,85,x,84,0,0,0,58,x,x,27,x,x,x,0,10,x,0,x,x,0,x,x,0,x,x,0,x,66,x,x,x,x,x,x,0,x,x,0,x,x,x,x,x,0,x,x,0,x,10,x,x,x,0,x,8,0,8,6,0,6,0,0,0,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,x,0,x,22,0,22,x,0,x,x,0,x,15,x,x,x,0,x,12,0,13,9,0,10,0,0,0,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,x,0,x,33,0,35,x,0,x,x,0,x,x,x,59,0,0,0,x,0,x,0,0,0,x,x,94,0,0,0,x,0,x,0,0,0,30,22,73
54,E06000014,LA,816,York,32,x,x,21,0,21,0,0,0,x,0,x,x,0,x,x,x,7,x,0,x,6,x,x,x,0,x,x,0,x,66,0,68,0,0,0,x,0,x,x,0,x,x,x,23,x,0,x,19,x,x,x,0,x,x,0,x,32,x,x,x,x,x,x,0,x,x,0,x,x,x,x,x,0,x,x,0,x,x,0,x,x,0,x,6,x,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,8,0,8,0,0,0,x,0,x,x,0,x,x,0,x,19,x,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,25,0,26,0,0,0,x,0,x,x,x,28,0,0,0,x,0,x,0,0,0,x,x,90,0,0,0,x,0,x,0,0,0,15,8,53
86,E06000032,LA,821,Luton,90,8,82,51,x,50,0,0,0,39,x,x,x,0,x,25,x,23,x,0,x,x,x,x,x,0,x,14,x,x,57,x,61,0,0,0,43,x,x,x,0,x,28,x,28,x,0,x,x,x,x,x,0,x,16,x,x,89,8,81,71,x,x,x,x,x,x,x,x,80,x,x,x,x,x,x,x,x,7,x,x,x,0,x,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,x,x,x,8,0,8,x,0,x,14,x,9,8,x,x,x,0,x,46,0,50,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,x,x,x,9,0,10,x,0,x,16,x,11,76,x,73,x,0,x,x,x,x,x,x,x,84,x,89,x,0,x,x,x,x,x,x,x,14,8,57
81,E06000055,LA,822,Bedford,48,x,x,33,x,32,0,0,0,25,x,x,8,0,8,x,0,11,x,0,x,8,0,x,x,0,x,x,x,x,69,x,70,0,0,0,52,x,x,17,0,17,x,0,24,x,0,x,17,0,x,x,0,x,x,x,x,48,x,x,42,x,x,x,0,x,x,x,x,88,x,x,x,0,x,x,x,x,x,x,x,0,0,0,12,0,12,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,10,0,10,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,x,x,x,x,x,x,0,0,0,25,0,26,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,21,0,22,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,x,x,x,x,x,43,0,0,0,0,0,0,x,x,x,x,x,93,0,0,0,0,0,0,x,x,x,8,x,50
82,E06000056,LA,823,Central Bedfordshire,53,x,x,42,x,40,x,0,x,35,x,x,x,x,x,x,x,x,x,0,x,x,x,x,x,0,x,x,0,6,79,x,80,x,0,x,66,x,x,x,x,x,x,x,x,x,0,x,x,x,x,x,0,x,x,0,12,48,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x,x,0,0,0,10,x,x,x,0,x,18,0,18,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,x,x,6,0,6,0,0,0,0,0,0,19,x,x,x,0,x,34,0,36,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,x,x,11,0,12,0,0,0,0,0,0,47,x,44,0,0,0,0,0,0,6,0,x,89,x,88,0,0,0,0,0,0,11,0,x,7,x,71
131,E10000002,LA,825,Buckinghamshire,54,x,x,32,x,31,x,x,x,18,0,18,x,0,x,x,0,20,x,0,x,14,0,14,x,0,x,x,0,x,59,x,58,x,x,x,33,0,34,x,0,x,x,0,38,x,0,x,26,0,26,x,0,x,x,0,x,53,x,x,x,x,x,x,0,x,x,0,x,x,x,x,x,0,x,x,0,x,8,x,x,x,0,x,18,0,18,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,x,0,x,12,0,12,x,0,x,x,0,x,15,x,x,x,0,x,33,0,34,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,x,0,x,22,0,23,x,0,x,x,0,x,x,x,51,0,0,0,0,0,0,x,0,x,x,x,96,0,0,0,0,0,0,x,0,x,17,11,65
137,E06000042,LA,826,Milton Keynes,61,x,x,34,x,32,6,0,6,15,x,x,13,x,x,x,x,23,x,0,x,16,x,x,x,0,x,x,x,x,56,x,56,10,0,11,25,x,x,21,x,x,x,x,40,x,0,x,26,x,x,x,0,x,x,x,x,60,x,x,54,x,x,x,x,x,x,x,x,90,x,x,x,x,x,x,x,x,8,x,x,x,0,x,22,0,22,7,0,7,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,8,0,8,0,0,0,0,0,0,x,x,x,x,0,x,0,0,0,x,x,x,13,x,x,x,0,x,36,0,39,11,0,12,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,13,0,14,0,0,0,0,0,0,x,x,x,x,0,x,0,0,0,x,x,x,55,x,52,0,0,0,0,0,0,6,x,x,90,x,91,0,0,0,0,0,0,10,x,x,16,x,25
57,E10000007,LA,830,Derbyshire,91,x,x,44,x,43,20,0,20,x,0,x,x,x,x,47,x,44,x,x,x,27,x,x,x,0,x,0,0,0,48,x,49,22,0,23,x,0,x,x,x,x,52,x,51,x,x,x,30,x,x,x,0,x,0,0,0,91,x,x,x,x,x,x,0,x,0,0,0,x,x,x,x,0,x,0,0,0,x,0,x,6,0,6,14,0,14,13,0,13,0,0,0,0,0,0,8,x,x,0,0,0,0,0,0,x,0,x,11,0,11,x,0,x,x,0,x,x,0,x,9,0,9,22,x,x,0,0,0,x,0,x,7,0,7,15,0,16,14,0,15,0,0,0,0,0,0,9,x,x,0,0,0,0,0,0,x,0,x,12,0,13,x,0,x,x,0,x,x,0,x,10,0,10,24,x,x,0,0,0,91,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,32,9,28
56,E06000015,LA,831,Derby,73,6,67,50,x,48,x,0,x,x,x,x,25,0,25,x,x,x,x,0,x,14,x,x,x,0,x,x,0,x,68,x,72,x,0,x,x,x,x,34,0,37,x,x,x,x,0,x,19,x,x,x,0,x,x,0,x,72,x,x,65,x,x,x,x,x,x,0,x,90,x,x,x,x,x,x,0,x,20,x,x,x,0,x,x,x,x,6,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,x,x,x,13,0,13,x,0,x,x,0,x,27,x,x,x,0,x,x,x,x,8,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,24,0,0,0,0,0,0,x,x,x,18,0,19,x,0,x,x,0,x,x,6,x,0,0,0,0,0,0,x,0,x,x,100,x,0,0,0,0,0,0,x,0,x,19,10,53
