LA_order,New_geog_code,geog_l,geog_c,geog_n,CLA_Mar2014,CLA_Mar2015,CLA_Mar2016,CLA_Mar2017,CLA_Mar2018,CLA_Pop2014,CLA_Pop2015,CLA_Pop2016,CLA_Pop2017,CLA_Pop2018,CLA_Rate2014,CLA_Rate2015,CLA_Rate2016,CLA_Rate2017,CLA_Rate2018,CLA_2014,CLA_2015,CLA_2016,CLA_2017,CLA_2018,CLA_stp2014,CLA_stp2015,CLA_stp2016,CLA_stp2017,CLA_stp2018,CLA_male,CLA_female,CLA_male_pc,CLA_female_pc,CLA_U1,CLA_1to4,CLA_5to9,CLA_10to15,CLA_16over,CLA_U1_pc,CLA_1to4_pc,CLA_5to9_pc,CLA_10to15_pc,CLA_16over_pc,CLA_White,CLA_Mixed,CLA_Asian,CLA_Black,CLA_EOTH,CLA_Oth,CLA_White_pc,CLA_Mixed_pc,CLA_Asian_pc,CLA_Black_pc,CLA_EOTH_pc,CLA_Oth_pc,CLA_Fost,CLA_Adopt,CLA_Parent,CLA_Ocom,CLA_Secure,CLA_Ores,CLA_RSch,CLA_OthPl,CLA_Fost_pc,CLA_Adopt_pc,CLA_Parent_pc,CLA_Ocom_pc,CLA_Secure_pc,CLA_Ores_pc,CLA_RSch_pc,CLA_Oth_Pl_pc,CLA_ICO,CLA_FCO,CLA_FrAd,CLA_PlaceO,CLA_S20,CLA_CPG,CLA_YJLS,CLA_ICO_pc,CLA_FCO_pc,CLA_FrAd_pc,CLA_PlaceO_pc,CLA_S20_pc,CLA_CPG_pc,CLA_YJLS_pc,CLA_UASC2014,CLA_UASC2015,CLA_UASC2016,CLA_UASC2017,CLA_UASC2018,CLA_OwnP,CLA_OthLA,CLA_OthPP,CLA_Priv,CLA_Vol,CLA_Par,CLA_Nrep,CLA_LTE20,CLA_GT20,CLA_NoInfo,CLA_InLA,CLA_OutLA,CLA_InLA_LTE20,CLA_OutLA_LTE20,CLA_InLA_GT20,CLA_OutLA_GT20,CLA_InLA_NoInfo,CLA_OutLA_NoInfo,CLA_LAPl,CLA_IntPl,CLA_ExtPl,CLA_NetGain,CLA_LTE20_pc,CLA_GT20_pc,CLA_NoInfo_pc,CLA_InLA_pc,CLA_OutLA_pc,CLA_InLA_LTE20_pc,CLA_OutLA_LTE20_pc,CLA_InLA_GT20_pc,CLA_OutLA_GT20_pc,CLA_InLA_NoInfo_pc,CLA_OutLA_NoInfo_pc,CLA_IntPl_pc,CLA_ExtPl_pc,CLA_3_Pl,CLA_3_Pl_pc,CLA_2andhalfyears,CLA_SamePl_2years,CLA_SamePl_2years_pc,CLA_NewPl_All_Place,CLA_NewPl_InLA_LTE20,CLA_NewPl_OutLA_LTE20,CLA_NewPl_InLA_GT20,CLA_NewPl_OutLA_GT20,CLA_NewPl_NoInfo,CLA_NewPl_InLA_LTE20_pc,CLA_NewPl_OutLA_LTE20_pc,CLA_NewPl_InLA_GT20_pc,CLA_NewPl_OutLA_GT20_pc,CLA_NewPl_NoInfo_pc,CLA_RPC_All_Place,CLA_RPC_CarePlan,CLA_RPC_Resign,CLA_RPC_Alleg,CLA_RPC_Standards,CLA_RPC_Approval,CLA_RPC_CarerBehav,CLA_RPC_CarerOther,CLA_RPC_Child,CLA_RPC_Auth,CLA_RPC_Status,CLA_RPC_Other,CLA_RPC_CarePlan_pc,CLA_RPC_Resign_pc,CLA_RPC_Alleg_pc,CLA_RPC_Standards_pc,CLA_RPC_Approval_pc,CLA_RPC_CarerBehav_pc,CLA_RPC_CarerOther_pc,CLA_RPC_Child_pc,CLA_RPC_Auth_pc,CLA_RPC_Status_pc,CLA_RPC_Other_pc
44,E06000011,LA,811,East Riding of Yorkshire,312,290,260,287,312,63426,63178,62735,62763,62638,49,46,41,46,50,465,430,367,374,394,8,x,x,x,x,159,153,51,49,20,44,65,119,64,6,14,21,38,21,291,7,x,x,7,0,93,2,x,x,2,0,248,x,19,x,34,0,0,0,79,x,6,x,11,0,0,0,52,195,0,x,38,0,x,17,63,0,x,12,0,x,0,0,x,8,6,213,x,x,73,x,19,0,186,118,8,219,93,160,26,54,64,x,x,508,219,289,196,60,38,3,70,30,51,8,17,21,x,x,43,57,48,15,106,76,72,336,186,31,56,55,8,55,9,17,16,2,214,52,x,0,0,0,21,13,x,0,x,121,24,x,0,0,0,10,6,x,0,x,57
48,E06000012,LA,812,North East Lincolnshire,263,265,295,297,354,34426,34317,34221,34261,34392,76,77,86,87,103,367,418,464,442,454,x,x,x,x,x,197,157,56,44,30,64,83,132,45,8,18,23,37,13,337,x,8,x,x,x,95,x,2,x,x,x,269,x,25,x,46,6,0,0,76,x,7,x,13,2,0,0,77,215,0,14,48,0,0,22,61,0,4,14,0,0,0,x,6,6,11,292,x,6,24,6,25,0,297,46,11,261,93,250,47,x,x,x,x,313,261,52,-41,84,13,3,74,26,71,13,x,x,x,x,83,17,33,9,115,85,74,392,283,44,x,47,x,72,11,x,12,x,227,52,x,x,7,x,31,9,20,15,41,44,23,x,x,3,x,14,4,9,7,18,19
49,E06000013,LA,813,North Lincolnshire,170,177,202,226,227,35356,35223,35296,35401,35679,48,50,57,64,64,251,237,265,305,314,x,x,x,x,x,136,91,60,40,8,31,41,103,44,4,14,18,45,19,196,7,x,x,16,0,86,3,x,x,7,0,183,x,9,12,15,x,0,0,81,x,4,5,7,x,0,0,34,139,0,x,38,0,x,15,61,0,x,17,0,x,x,x,x,8,17,196,x,0,20,x,9,0,180,30,17,178,49,159,21,x,x,x,x,266,178,88,39,79,13,7,78,22,70,9,x,x,x,x,67,33,31,14,76,40,53,299,199,21,8,29,42,67,7,3,10,14,204,138,0,10,0,0,30,8,12,0,6,0,68,0,5,0,0,15,4,6,0,3,0
50,E10000023,LA,815,North Yorkshire,460,446,411,424,437,118440,117565,117258,117453,117596,39,38,35,36,37,625,620,603,581,611,54,47,41,31,20,272,165,62,38,26,55,66,189,101,6,13,15,43,23,396,18,x,x,16,x,91,4,x,x,4,x,330,7,44,21,29,x,x,0,76,2,10,5,7,x,x,0,71,238,0,x,97,0,x,16,54,0,x,22,0,x,x,x,x,18,18,352,x,6,26,x,44,0,265,152,20,365,72,250,15,95,57,20,0,645,365,280,208,61,35,5,84,16,57,3,22,13,5,0,57,43,56,13,162,118,73,560,297,19,148,56,40,53,3,26,10,7,358,45,x,x,x,0,57,33,16,x,48,150,13,x,x,x,0,16,9,4,x,13,42
54,E06000014,LA,816,York,221,192,192,205,195,36334,36585,36671,36639,36524,61,52,52,56,53,298,282,264,270,262,14,7,x,x,x,105,90,54,46,10,27,33,84,41,5,14,17,43,21,177,10,x,0,x,x,91,5,x,0,x,x,142,x,25,6,14,x,0,0,73,x,13,3,7,x,0,0,29,131,0,x,27,0,x,15,67,0,x,14,0,x,0,0,0,x,6,126,x,x,34,x,25,0,154,33,8,115,80,106,48,x,x,x,x,141,115,26,-54,79,17,4,59,41,54,25,x,x,x,x,82,18,24,12,80,46,58,187,106,28,x,34,x,57,15,x,18,x,123,21,x,x,x,x,23,10,8,0,10,45,17,x,x,x,x,19,8,7,0,8,37
86,E06000032,LA,821,Luton,399,400,379,366,381,53657,54693,56035,56881,57043,74,73,68,64,67,554,583,546,555,565,46,37,48,50,46,212,169,56,44,22,38,70,167,84,6,10,18,44,22,205,87,45,37,x,x,54,23,12,10,x,x,281,12,18,26,33,x,x,0,74,3,5,7,9,x,x,0,42,206,0,29,98,0,6,11,54,0,8,26,0,2,11,11,13,34,27,153,6,x,188,14,18,0,243,111,27,180,201,152,x,x,x,x,0,345,180,165,-36,64,29,7,47,53,40,x,x,x,x,0,52,48,41,11,140,89,64,518,208,125,x,113,x,40,24,x,22,x,306,20,x,0,x,0,28,x,13,0,24,207,7,x,0,x,0,9,x,4,0,8,68
81,E06000055,LA,822,Bedford,269,254,259,265,239,36782,37402,37970,38692,39224,73,68,68,68,61,346,388,373,389,364,x,x,x,0,0,138,101,58,42,21,20,38,104,56,9,8,16,44,23,134,52,13,32,x,x,56,22,5,13,x,x,169,x,x,22,27,x,0,0,71,x,x,9,11,x,0,0,29,138,0,28,44,0,0,12,58,0,12,18,0,0,12,18,22,21,19,110,x,x,113,8,x,0,183,37,19,138,101,122,61,x,x,x,x,276,138,138,37,77,15,8,58,42,51,26,x,x,x,x,50,50,26,11,87,45,52,265,122,52,x,52,x,46,20,x,20,x,159,23,0,0,0,0,0,0,0,0,0,136,14,0,0,0,0,0,0,0,0,0,86
82,E06000056,LA,823,Central Bedfordshire,268,274,284,303,312,57964,58555,59542,60670,61449,46,47,48,50,51,366,388,382,412,426,x,x,x,x,x,182,130,58,42,19,28,74,111,80,6,9,24,36,26,239,24,11,14,24,0,77,8,4,4,8,0,216,12,16,41,18,x,x,x,69,4,5,13,6,x,x,x,46,173,0,x,69,0,x,15,55,0,x,22,0,x,x,18,34,46,39,152,x,x,124,9,16,x,206,66,40,128,184,113,93,x,x,x,x,295,128,167,-17,66,21,13,41,59,36,30,x,x,x,x,43,57,26,8,119,90,76,300,107,86,x,57,x,36,29,x,19,x,165,54,x,0,x,0,23,17,13,x,30,21,33,x,0,x,0,14,10,8,x,18,13
131,E10000002,LA,825,Buckinghamshire,438,435,459,454,475,117878,118896,120726,122367,123075,37,37,38,37,39,566,592,681,665,651,68,29,7,0,0,267,208,56,44,20,52,75,206,122,4,11,16,43,26,312,78,x,23,37,x,66,16,x,5,8,x,318,9,29,14,96,x,x,0,67,2,6,3,20,x,x,0,61,291,0,x,94,0,x,13,61,0,x,20,0,x,17,18,19,24,35,135,6,x,260,43,29,0,244,183,48,216,259,175,69,20,163,21,27,402,210,192,-73,51,39,10,45,55,37,15,4,34,4,6,52,48,28,6,141,99,70,442,215,33,25,112,57,49,7,6,25,13,241,64,x,x,x,x,43,12,17,x,31,60,27,x,x,x,x,18,5,7,x,13,25
137,E06000042,LA,826,Milton Keynes,303,339,345,396,391,64240,65306,66280,67345,67647,47,52,52,59,58,452,469,517,538,530,x,x,x,x,x,228,163,58,42,23,55,82,158,73,6,14,21,40,19,245,52,27,45,9,13,63,13,7,12,2,3,306,x,23,12,42,x,0,0,78,x,6,3,11,x,0,0,58,219,0,x,83,0,x,15,56,0,x,21,0,x,8,25,41,41,26,242,7,x,109,8,23,0,304,60,27,245,146,222,82,x,x,x,x,421,245,176,30,78,15,7,63,37,57,21,x,x,x,x,58,42,44,11,128,73,57,438,227,90,7,74,40,52,21,2,17,9,297,90,x,x,8,x,55,16,17,x,42,60,30,x,x,3,x,19,5,6,x,14,20
57,E10000007,LA,830,Derbyshire,627,609,586,631,719,154874,154075,153445,153059,153099,40,40,38,41,47,909,880,872,878,966,0,0,0,0,0,407,312,57,43,48,120,134,254,163,7,17,19,35,23,601,48,7,16,22,25,84,7,1,2,3,3,522,23,33,39,84,x,x,x,73,3,5,5,12,x,x,x,134,357,0,x,149,0,x,19,50,0,x,21,0,x,x,x,13,27,34,445,x,x,201,29,33,x,511,174,34,472,247,382,129,68,106,22,12,910,472,438,191,71,24,5,66,34,53,18,9,15,3,2,52,48,57,8,204,154,75,681,352,118,82,94,35,52,17,12,14,5,336,51,x,x,x,0,51,24,8,9,60,126,15,x,x,x,0,15,7,2,3,18,38
56,E06000015,LA,831,Derby,445,470,448,448,491,57758,58267,58724,59312,59670,77,81,76,76,82,622,626,620,647,710,0,0,0,0,0,283,208,58,42,29,66,111,197,88,6,13,23,40,18,359,67,37,16,x,x,73,14,8,3,x,x,350,19,22,x,68,x,x,16,71,4,4,x,14,x,x,3,89,278,0,x,78,0,x,18,57,0,x,16,0,x,x,x,10,9,9,129,13,x,274,34,22,16,315,165,11,173,318,165,150,0,165,8,x,249,173,76,-242,64,34,2,35,65,34,31,0,34,2,x,69,31,52,11,165,125,76,577,267,144,x,151,x,46,25,x,26,x,308,54,x,6,11,x,40,14,9,x,41,124,18,x,2,4,x,13,5,3,x,13,40
154,E10000009,LA,835,Dorset,340,383,479,482,451,77343,77248,77154,77157,76861,44,50,62,62,59,504,549,664,696,650,40,43,22,17,11,243,208,54,46,19,56,95,178,103,4,12,21,39,23,413,19,x,x,x,7,92,4,x,x,x,2,343,13,16,21,32,26,0,0,76,3,4,5,7,6,0,0,62,230,0,45,114,0,0,14,51,0,10,25,0,0,0,0,x,13,9,334,13,x,80,6,16,0,275,163,13,298,153,221,54,73,90,x,9,503,298,205,52,61,36,3,66,34,49,12,16,20,x,2,59,41,30,7,134,94,70,380,196,28,66,82,8,52,7,17,22,2,207,7,x,x,x,0,11,x,x,17,158,x,3,x,x,x,0,5,x,x,8,76,x
159,E06000029,LA,836,Poole,152,169,180,194,195,29435,29683,29786,30180,30190,52,57,60,64,65,232,233,253,273,275,10,7,6,x,x,135,60,69,31,7,12,32,85,59,4,6,16,44,30,164,12,x,x,11,x,84,6,x,x,6,x,129,12,6,9,33,x,x,x,66,6,3,5,17,x,x,x,24,95,0,23,53,0,0,12,49,0,12,27,0,0,0,0,x,20,24,122,14,x,37,9,6,x,139,19,37,101,94,93,46,x,x,x,x,195,101,94,x,71,10,19,52,48,48,24,x,x,x,x,52,48,16,8,54,31,57,184,79,34,x,x,50,43,18,x,x,27,100,22,x,x,x,0,12,6,13,x,14,24,22,x,x,x,0,12,6,13,x,14,24
150,E06000028,LA,837,Bournemouth,277,260,254,240,246,33480,34117,34813,35312,35981,83,76,73,68,68,395,417,371,344,331,6,0,0,0,0,142,104,58,42,17,35,31,96,67,7,14,13,39,27,206,18,x,7,9,x,84,7,x,3,4,x,161,8,17,28,18,14,0,0,65,3,7,11,7,6,0,0,34,144,0,x,52,0,x,14,59,0,x,21,0,x,0,0,x,9,16,125,x,0,96,6,17,0,184,34,28,130,116,115,69,x,x,x,x,230,130,100,-16,75,14,11,53,47,47,28,x,x,x,x,57,43,24,10,85,56,66,236,118,60,x,26,x,50,25,x,11,x,221,134,x,x,x,0,x,x,x,0,10,64,61,x,x,x,0,x,x,x,0,5,29
4,E06000047,LA,840,Durham,604,617,678,812,800,100222,100287,100233,100271,100540,60,62,68,81,80,888,871,919,1113,1157,52,39,35,25,19,444,356,56,45,77,151,164,294,114,10,19,21,37,14,781,11,x,0,x,0,98,1,x,0,x,0,651,23,36,0,75,x,x,x,81,3,5,0,9,x,x,x,88,463,0,x,181,0,x,11,58,0,x,23,0,x,x,x,x,7,x,566,9,x,99,76,36,12,716,80,x,595,205,567,149,25,55,x,x,1037,595,442,237,90,10,x,74,26,71,19,3,7,x,x,57,43,67,8,270,192,71,845,582,174,11,70,8,69,21,1,8,1,420,121,34,7,6,13,36,26,15,24,82,56,29,8,2,1,3,9,6,4,6,20,13
3,E06000005,LA,841,Darlington,189,200,205,219,214,22793,22739,22674,22581,22476,83,88,90,97,95,288,289,288,308,294,x,x,x,x,0,130,84,61,39,11,33,56,75,39,5,15,26,35,18,196,9,x,x,0,0,92,4,x,x,0,0,144,x,20,x,40,0,0,0,67,x,9,x,19,0,0,0,15,145,0,19,35,0,0,7,68,0,9,16,0,0,0,0,0,0,0,95,x,0,71,27,20,0,186,26,x,123,91,121,65,x,x,x,x,255,123,132,41,87,12,x,57,43,57,30,x,x,x,x,48,52,21,10,63,41,65,233,147,55,x,x,x,63,24,x,x,x,154,56,x,x,x,0,26,8,8,0,39,9,36,x,x,x,0,17,5,5,0,25,6
132,E10000011,LA,845,East Sussex,574,546,543,555,603,104952,105439,105922,106045,106045,55,52,51,52,57,780,728,730,737,756,58,52,36,x,x,331,272,55,45,36,82,119,229,137,6,14,20,38,23,530,41,x,13,12,x,88,7,x,2,2,x,470,26,20,x,78,x,0,0,78,4,3,x,13,x,0,0,89,328,0,x,107,0,x,15,54,0,x,18,0,x,x,6,17,24,20,421,6,6,126,24,20,0,461,117,25,504,99,449,12,41,76,14,11,776,504,272,173,76,19,4,84,16,74,2,7,13,2,2,65,35,67,11,207,146,71,610,415,19,41,105,30,68,3,7,17,5,398,154,6,x,x,x,104,40,31,19,37,x,39,2,x,x,x,26,10,8,5,9,x
130,E06000043,LA,846,Brighton and Hove,462,472,438,456,418,50645,50942,51142,51152,50981,91,93,86,89,82,624,651,668,628,592,14,12,14,14,16,220,198,53,47,23,50,64,164,117,6,12,15,39,28,316,46,10,24,22,0,76,11,2,6,5,0,308,19,x,30,39,x,x,0,74,5,x,7,9,x,x,0,x,216,0,59,94,0,x,x,52,0,14,22,0,x,9,10,34,38,29,199,9,x,176,14,17,0,296,65,57,168,250,143,153,x,x,x,x,223,168,55,-195,71,16,14,40,60,34,37,x,x,x,x,75,25,40,10,122,84,69,418,152,111,x,83,x,36,27,x,20,x,451,199,x,x,x,0,44,15,16,x,34,132,44,x,x,x,0,10,3,4,x,8,29
133,E10000014,LA,850,Hampshire,1265,1333,1305,1440,1594,281744,281692,282110,283036,283314,45,47,46,51,56,1658,1842,1819,1939,2053,20,16,10,6,6,917,677,58,42,67,213,317,641,356,4,13,20,40,22,1392,55,26,49,63,9,87,3,2,3,4,1,1164,55,145,52,163,x,x,0,73,3,9,3,10,x,x,0,214,909,0,x,361,0,x,13,57,0,x,23,0,x,27,20,29,80,112,861,x,x,520,62,145,0,974,480,140,1084,510,799,175,240,240,45,95,1726,1084,642,132,61,30,9,68,32,50,11,15,15,3,6,63,37,262,16,507,367,72,2111,926,263,362,346,214,44,12,17,16,10,1461,533,x,26,20,x,166,135,72,164,187,148,36,x,2,1,x,11,9,5,11,13,10
139,E06000044,LA,851,Portsmouth,318,320,322,358,415,42792,43341,43756,43990,44192,74,74,74,81,94,455,469,445,477,591,x,x,0,0,0,273,142,66,34,16,47,58,173,121,4,11,14,42,29,320,27,x,x,51,0,77,7,x,x,12,0,331,x,31,x,39,x,0,x,80,x,7,x,9,x,0,x,55,213,0,x,118,0,x,13,51,0,x,28,0,x,9,9,32,45,72,266,x,x,94,16,31,x,293,50,72,162,253,145,148,0,50,17,55,256,162,94,-159,71,12,17,39,61,35,36,0,12,4,13,63,37,60,14,119,74,62,614,186,191,x,x,155,30,31,x,x,25,367,175,0,0,14,0,68,34,19,27,21,9,48,0,0,4,0,19,9,5,7,6,2
142,E06000045,LA,852,Southampton,500,582,591,540,522,47771,48456,49055,49828,50305,105,120,120,108,104,675,757,792,754,717,x,0,0,0,0,297,225,57,43,40,64,132,205,81,8,12,25,39,16,418,52,24,14,x,x,80,10,5,3,x,x,389,28,42,x,42,x,x,13,75,5,8,x,8,x,x,2,60,356,0,66,x,0,x,11,68,0,13,x,0,x,x,6,x,11,14,255,6,x,175,27,42,13,399,107,16,243,279,238,161,0,107,x,11,343,243,100,-179,76,20,3,47,53,46,31,0,20,x,2,71,29,50,10,234,166,71,524,258,137,0,107,22,49,26,0,20,4,341,92,x,x,9,0,33,31,x,x,38,129,27,x,x,3,0,10,9,x,x,11,38
59,E10000018,LA,855,Leicestershire,456,471,469,510,555,134631,134753,135552,136857,138410,34,35,35,37,40,681,693,713,721,726,73,57,46,33,27,306,249,55,45,40,92,101,211,111,7,17,18,38,20,471,42,14,x,18,x,85,8,3,x,3,x,405,35,x,40,60,x,x,0,73,6,x,7,11,x,x,0,89,287,0,x,126,0,x,16,52,0,x,23,0,x,11,9,22,27,25,262,12,0,257,14,10,0,408,122,25,371,184,334,74,29,93,8,17,833,371,462,278,74,22,5,67,33,60,13,5,17,1,3,45,55,50,9,157,114,73,538,296,99,14,102,27,55,18,3,19,5,309,156,0,x,0,0,7,x,x,x,16,124,50,0,x,0,0,2,x,x,x,5,40
58,E06000016,LA,856,Leicester,519,533,596,639,676,79540,80803,81977,83355,83778,65,66,73,77,81,717,735,783,863,883,0,0,0,0,0,361,315,53,47,41,125,147,245,118,6,18,22,36,17,425,111,70,46,14,10,63,16,10,7,2,1,532,22,32,13,65,x,0,x,79,3,5,2,10,x,0,x,186,375,0,61,x,0,x,28,55,0,9,x,0,x,0,x,x,13,13,519,17,x,94,12,32,x,554,109,13,336,340,325,229,x,x,x,x,467,336,131,-209,82,16,2,50,50,48,34,x,x,x,x,72,28,42,6,229,166,72,594,300,178,x,103,x,51,30,x,17,x,345,189,0,x,x,x,31,22,9,x,60,23,55,0,x,x,x,9,6,3,x,17,7
64,E06000017,LA,857,Rutland,34,34,40,39,30,7795,7711,7740,7734,7765,44,44,52,50,39,51,48,57,59,48,0,0,0,0,0,18,12,60,40,0,x,8,12,x,0,x,27,40,x,23,x,x,x,0,0,77,x,x,x,0,0,24,x,0,0,x,x,0,0,80,x,0,0,x,x,0,0,x,21,0,x,x,0,0,x,70,0,x,x,0,0,x,0,x,x,x,17,x,0,9,x,0,0,12,15,x,6,24,6,6,0,15,0,x,19,6,13,-11,40,50,x,20,80,20,20,0,50,0,x,32,68,x,x,12,12,100,19,x,10,0,x,x,x,53,0,x,x,10,x,0,0,0,0,x,x,0,x,x,x,x,0,0,0,0,x,x,0,x,x,x
73,E10000028,LA,860,Staffordshire,952,929,981,994,1101,170253,169607,168819,168699,168935,56,55,58,59,65,1311,1289,1296,1305,1423,32,23,21,10,9,619,482,56,44,59,128,215,455,244,5,12,20,41,22,940,65,35,23,38,0,85,6,3,2,3,0,796,27,63,84,119,x,x,0,72,2,6,8,11,x,x,0,183,684,0,x,182,0,x,17,62,0,x,17,0,x,19,20,75,86,76,517,6,7,485,23,63,0,773,251,77,734,367,586,187,106,145,42,35,1538,734,804,437,70,23,7,67,33,53,17,10,13,4,3,48,52,116,11,398,295,74,1178,598,197,130,181,72,51,17,11,15,6,767,366,x,x,10,0,121,42,34,58,84,40,48,x,x,1,0,16,5,4,8,11,5
74,E06000021,LA,861,Stoke-on-Trent,536,610,655,653,740,55112,55778,56132,56748,57271,97,109,117,115,129,703,815,876,867,872,40,28,34,39,37,391,349,53,47,41,156,189,252,102,6,21,26,34,14,590,75,37,18,x,x,80,10,5,2,x,x,514,x,81,14,87,x,0,28,69,x,11,2,12,x,0,4,116,510,0,x,67,x,0,16,69,0,x,9,x,0,6,x,x,7,11,333,6,x,282,9,81,28,612,117,11,401,339,391,221,x,x,x,x,537,401,136,-203,83,16,1,54,46,53,30,x,x,x,x,75,25,72,10,299,200,67,728,389,177,x,139,x,53,24,x,19,x,507,203,x,x,26,x,64,11,39,25,109,18,40,x,x,5,x,13,2,8,5,21,4
164,E06000054,LA,865,Wiltshire,397,406,414,441,443,103467,104021,104133,105284,105597,38,39,40,42,42,606,586,570,583,596,32,32,28,28,22,243,200,55,45,36,34,72,190,111,8,8,16,43,25,371,10,x,9,43,x,84,2,x,2,10,x,339,25,9,26,35,x,0,x,77,6,2,6,8,x,0,x,48,257,0,x,99,0,x,11,58,0,x,22,0,x,6,6,7,24,38,220,9,0,176,27,9,x,240,140,63,277,166,216,24,45,95,16,47,439,277,162,x,54,32,14,63,37,49,5,10,21,4,11,63,37,52,12,150,118,79,479,228,22,57,89,83,48,5,12,19,17,319,175,x,x,x,0,37,18,15,x,62,0,55,x,x,x,0,12,6,5,x,19,0
162,E06000030,LA,866,Swindon,253,250,293,330,360,47978,48625,49056,49478,49924,53,51,60,67,72,376,375,425,473,501,11,10,14,16,21,195,165,54,46,21,61,76,121,81,6,17,21,34,23,278,19,29,19,x,x,77,5,8,5,x,x,283,x,14,20,16,18,x,0,79,x,4,6,4,5,x,0,44,142,0,44,130,0,0,12,39,0,12,36,0,0,x,x,14,21,26,184,9,0,130,23,14,0,255,76,29,232,128,227,28,0,76,x,24,297,232,65,-63,71,21,8,64,36,63,8,0,21,x,7,78,22,44,12,67,41,61,440,272,35,0,84,49,62,8,0,19,11,252,60,x,x,8,x,47,19,10,x,11,89,24,x,x,3,x,19,8,4,x,4,35
129,E06000036,LA,867,Bracknell Forest,113,104,98,116,138,27379,27809,28139,28174,28071,41,37,35,41,49,156,157,161,165,199,x,x,0,0,0,80,58,58,42,7,12,20,64,35,5,9,14,46,25,112,11,7,x,x,0,81,8,5,x,x,0,99,x,x,x,25,0,x,0,72,x,x,x,18,0,x,0,27,75,0,9,27,0,0,20,54,0,7,20,0,0,x,x,x,x,x,68,7,0,55,x,x,0,86,43,9,69,69,67,19,0,43,x,7,150,69,81,12,62,31,7,50,50,49,14,0,31,x,5,46,54,19,14,25,14,56,216,115,32,0,56,13,53,15,0,26,6,122,33,x,0,x,0,32,11,x,x,16,16,27,x,0,x,0,26,9,x,x,13,13
146,E06000040,LA,868,Windsor and Maidenhead,106,99,89,109,107,33029,33399,33797,34246,34352,32,30,26,32,31,153,145,130,142,154,0,0,0,0,0,59,48,55,45,x,x,16,45,33,x,x,15,42,31,74,14,9,x,x,x,69,13,8,x,x,x,71,x,x,0,24,x,0,0,66,x,x,0,22,x,0,0,13,57,0,11,26,0,0,12,53,0,10,24,0,0,x,9,x,7,7,43,x,0,51,x,7,0,73,27,7,34,73,32,41,0,27,x,x,66,34,32,-41,68,25,7,32,68,30,38,0,25,x,x,52,48,14,13,31,22,71,136,x,43,0,49,x,x,32,0,36,x,88,44,x,x,0,x,12,x,x,7,9,x,50,x,x,0,x,14,x,x,8,10,x
144,E06000037,LA,869,West Berkshire,156,171,157,161,145,35763,35677,35796,36045,35790,44,48,44,45,41,220,236,223,230,229,x,x,6,x,x,88,57,61,39,x,x,24,66,38,x,x,17,46,26,118,8,x,11,x,0,81,6,x,8,x,0,107,x,x,13,13,x,x,0,74,x,x,9,9,x,x,0,24,88,0,8,25,0,0,17,61,0,6,17,0,0,7,10,13,16,15,96,x,0,38,x,x,0,91,35,19,75,70,67,24,x,x,x,x,175,75,100,30,63,24,13,52,48,46,17,x,x,x,x,43,57,8,6,55,35,64,140,66,26,0,23,25,47,19,0,16,18,91,25,0,0,x,0,16,8,8,0,x,26,27,0,0,x,0,18,9,9,0,x,29
140,E06000038,LA,870,Reading,207,209,220,263,278,35025,35786,36426,36656,37093,59,58,60,72,75,292,289,337,362,368,x,x,0,x,0,147,131,53,47,21,45,56,104,52,8,16,20,37,19,160,71,x,28,x,0,58,26,x,10,x,0,206,12,x,18,22,9,x,x,74,4,x,6,8,3,x,x,62,141,0,30,45,0,0,22,51,0,11,16,0,0,x,x,6,11,9,98,x,x,154,10,9,x,172,97,9,78,200,75,97,0,97,x,6,123,78,45,-155,62,35,3,28,72,27,35,0,35,x,2,63,37,32,12,84,53,63,305,110,81,0,102,12,36,27,0,33,4,284,42,0,x,0,x,15,x,7,x,33,175,15,0,x,0,x,5,x,2,x,12,62
141,E06000039,LA,871,Slough,189,196,179,190,206,38964,39829,40559,41429,42180,49,49,44,46,49,293,305,321,295,313,x,x,7,6,7,110,96,53,47,12,26,40,73,55,6,13,19,35,27,119,37,26,17,x,x,58,18,13,8,x,x,155,8,13,0,24,6,0,0,75,4,6,0,12,3,0,0,44,103,0,14,39,x,x,21,50,0,7,19,x,x,11,10,12,14,8,0,x,x,90,96,13,0,146,52,8,73,133,68,78,0,52,x,x,137,73,64,-69,71,25,4,35,65,33,38,0,25,x,x,53,47,33,16,46,33,72,343,153,130,x,52,x,45,38,x,15,x,212,128,x,x,x,x,26,16,6,0,15,14,60,x,x,x,x,12,8,3,0,7,7
147,E06000041,LA,872,Wokingham,72,75,81,75,106,36511,36869,37353,38167,38702,20,20,22,20,27,109,112,111,104,141,0,0,x,x,x,63,43,59,41,7,10,14,39,36,7,9,13,37,34,75,9,7,x,9,x,71,8,7,x,8,x,70,x,15,x,10,x,x,0,66,x,14,x,9,x,x,0,x,39,0,x,37,0,0,x,37,0,x,35,0,0,0,x,x,8,14,54,x,0,29,7,15,0,65,27,14,47,59,46,19,0,27,x,13,121,47,74,15,61,25,13,44,56,43,18,0,25,x,12,39,61,14,13,20,15,75,123,57,32,0,23,11,46,26,0,19,9,54,33,0,0,0,0,x,6,x,7,x,0,61,0,0,0,0,x,11,x,13,x,0
