Stat-Xplore

"Population Estimates"
"National - Regional - LAs by Year by Age"
"Counting: Population"

Filters:
"Default Summation","Population"
"Age","5-9"

"Year","Mid-2008","Mid-2009","Mid-2010","Mid-2011","Mid-2012","Mid-2013","Mid-2014","Mid-2015","Mid-2016","Mid-2017","Mid-2018","Mid-2019","Mid-2020",
"South Gloucestershire",14567,14463,14501,14743,15160,15802,16297,16773,17137,17413,17528,17440,17402,
"Swindon",11776,11836,11981,12269,12758,13311,13799,14188,14496,15004,15097,15229,15357,
"Torbay",6498,6334,6236,6333,6492,6657,6761,6938,7135,7320,7450,7669,7616,
"Wiltshire",27225,27102,27018,27336,28070,28796,29263,30182,30904,31295,31219,31232,30780,
"East Devon",6201,6124,6038,6070,6243,6412,6728,7078,7312,7503,7621,7734,7697,
"Exeter",5171,5205,5327,5523,5650,6033,6239,6343,6588,6809,6716,6739,6761,
"Mid Devon",4344,4264,4270,4284,4531,4562,4685,4786,4831,4856,4939,4908,4875,
"North Devon",4751,4782,4751,4793,4920,5041,5060,5076,5306,5423,5547,5610,5613,
"South Hams",4164,4043,3992,3965,4121,4124,4193,4380,4436,4444,4537,4557,4524,
"Teignbridge",6298,6127,6038,6044,6187,6350,6526,6720,6825,7002,7085,7234,7265,
"Torridge",3184,3112,3092,3115,3173,3221,3316,3497,3537,3713,3741,3713,3647,
"West Devon",2674,2577,2617,2634,2650,2749,2810,2882,2885,2890,2841,2870,2851,
"Cheltenham",5672,5663,5637,5710,5933,5989,6149,6377,6534,6552,6544,6587,6621,
"Cotswold",4376,4243,4154,4167,4282,4312,4399,4509,4623,4643,4691,4771,4727,
"Forest of Dean",4382,4337,4184,4118,4231,4231,4289,4381,4520,4682,4707,4659,4568,
"Gloucester",6984,6847,7045,7182,7273,7631,7856,8001,8208,8528,8579,8567,8702,
"Stroud",6315,6275,6167,6180,6291,6462,6617,6865,6936,7025,7049,6989,6994,
"Tewkesbury",4300,4356,4365,4330,4477,4667,4798,5002,5290,5471,5637,5933,6005,
"Mendip",6031,5904,5860,5926,6003,6186,6216,6356,6502,6640,6639,6600,6569,
"Sedgemoor",6088,5948,5928,6005,6230,6388,6589,6847,7032,7175,7252,7289,7283,
"Somerset West and Taunton",7192,7107,7119,7264,7495,7596,7889,8069,8290,8469,8617,8677,8694,
"South Somerset",8528,8425,8347,8415,8600,8884,9152,9346,9538,9602,9674,9649,9442,
"Isle of Anglesey / Ynys Môn",3573,3546,3443,3467,3543,3697,3741,3894,4000,4055,4051,4068,3976,
"Gwynedd",6366,6242,6115,6237,6433,6594,6835,6983,6925,6926,6904,6794,6594,
"Conwy",5637,5539,5446,5520,5665,5836,5924,6077,6117,6234,6288,6237,6140,
"Denbighshire / Sir Ddinbych",5063,4938,4988,4970,5022,5230,5410,5529,5654,5688,5623,5667,5586,
"Flintshire / Sir y Fflint",8483,8377,8417,8438,8620,9034,9215,9479,9619,9564,9430,9426,9139,
"Wrexham / Wrecsam",7420,7434,7452,7664,8021,8271,8576,8699,8841,8843,8800,8621,8413,
"Powys",7091,6775,6705,6682,6652,6814,6848,6863,6925,6918,6780,6700,6696,
"Ceredigion",3431,3363,3341,3328,3411,3410,3395,3411,3536,3565,3601,3589,3575,
"Pembrokeshire / Sir Benfro",6698,6469,6424,6413,6572,6793,6897,6934,7058,7192,7054,6972,6897,
"Carmarthenshire / Sir Gaerfyrddin",9828,9747,9690,9725,10016,10241,10363,10642,10821,10874,10864,10866,10682,
"Swansea / Abertawe",12438,12490,12402,12454,12561,12895,12942,13132,13367,13670,13650,13590,13507,
"Neath Port Talbot / Castell-nedd Port Talbot",7336,7246,7298,7354,7439,7612,7785,7854,7926,8017,8010,8041,8087,
"Bridgend / Pen-y-bont ar Ogwr",7780,7651,7619,7565,7675,7834,7845,7976,8189,8398,8494,8695,8677,
"Vale of Glamorgan / Bro Morgannwg",7190,7004,6929,6940,7147,7405,7633,7797,7949,8104,7990,7995,8027,
"Cardiff / Caerdydd",17590,17533,17701,18248,19053,19986,20827,21523,22060,22352,22416,22390,22496,
"Rhondda Cynon Taf",13107,12963,13005,13231,13504,13758,14126,14287,14590,14804,14793,14675,14525,
"Merthyr Tydfil / Merthyr Tudful",3260,3197,3158,3184,3264,3387,3507,3591,3668,3732,3741,3715,3805,
"Caerphilly / Caerffili",10392,10364,10304,10429,10589,10793,10920,11212,11226,11236,11043,10911,10629,
"Blaenau Gwent",3689,3597,3512,3579,3695,3834,3889,3970,3963,3940,3995,3982,3867,
"Torfaen / Tor-faen",5015,4891,4935,5051,5160,5284,5471,5514,5552,5626,5716,5753,5650,
"Monmouthshire / Sir Fynwy",4898,4884,4830,4774,4838,4884,4923,4931,5035,4939,5001,4830,4803,
"Newport / Casnewydd",8659,8559,8544,8591,8685,8996,9252,9505,9782,10119,10210,10267,10407,
"Aberdeen City",9273,9114,9169,9261,9579,9944,10419,10737,11095,11345,11517,11645,11752,
"Aberdeenshire",14154,13986,13943,14195,14546,15056,15742,16271,16450,16473,16216,15977,15599,
"Angus",6180,6163,6157,6052,6083,6149,6127,6173,6193,6246,6198,6225,6141,
"Argyll and Bute",4412,4275,4275,4330,4249,4310,4300,4263,4276,4379,4256,4140,3999,
"City of Edinburgh",20355,20232,20281,20718,21326,22542,23759,24495,25742,26192,26334,26310,26249,
"Clackmannanshire",2857,2778,2715,2723,2716,2855,2841,2832,2867,2944,2900,2872,2945,
"Dumfries and Galloway",7385,7319,7358,7448,7628,7699,7785,7773,7805,7690,7566,7424,7236,
"Dundee City",6885,6887,6921,6878,6976,7163,7405,7417,7647,7917,8005,7885,7911,
"East Ayrshire",6429,6419,6376,6416,6466,6593,6644,6681,6847,6955,6966,6830,6811,
"East Dunbartonshire",5831,5715,5668,5681,5652,5763,5846,5894,6065,6178,6273,6363,6430,
"East Lothian",5390,5438,5459,5594,5766,6040,6183,6289,6399,6479,6408,6407,6414,
"East Renfrewshire",5511,5519,5567,5568,5573,5715,5794,5947,6186,6377,6502,6572,6547,
"Falkirk",8369,8264,8368,8499,8742,8981,9225,9362,9452,9501,9345,9159,8944,
"Fife",19062,18880,19053,19217,19587,20119,20488,20856,21308,21454,21372,21176,20988,
"Glasgow City",27976,27763,27497,27193,27732,28465,29217,29881,31283,32394,32848,33195,33630,
"Highland",12363,12281,12410,12492,12530,12743,12890,12904,12958,12867,12641,12307,12249,
"Inverclyde",4153,4084,4067,4017,4111,4211,4176,4161,4189,4146,4081,4084,4001,
"Midlothian",4697,4653,4593,4680,4804,4971,5120,5246,5366,5609,5680,5857,5972,
"Moray",5006,4881,4864,4852,4938,5187,5370,5428,5545,5434,5228,5137,5000,
"Na h-Eileanan Siar",1400,1416,1404,1433,1477,1464,1432,1432,1400,1381,1348,1342,1295,
"North Ayrshire",7333,7256,7256,7263,7354,7346,7509,7468,7547,7501,7358,7193,7118,
"North Lanarkshire",19358,19225,19408,19578,19956,20274,20467,20489,20676,20547,20278,19905,19696,
"Orkney Islands",1030,989,1009,1048,1086,1124,1171,1170,1196,1179,1156,1134,1116,
"Perth and Kinross",7602,7491,7422,7226,7296,7400,7587,7665,7899,7976,7956,7841,7869,
"Renfrewshire",9227,9140,9153,9089,9169,9345,9447,9437,9585,9746,9767,9821,9708,
"Scottish Borders",6042,6008,5883,5893,5903,5980,6017,5978,6042,6118,6205,6241,6204,
"Shetland Islands",1329,1333,1312,1361,1367,1329,1341,1368,1363,1349,1405,1374,1341,
"South Ayrshire",5568,5466,5469,5433,5507,5634,5634,5668,5810,5766,5698,5618,5581,
"South Lanarkshire",16868,16662,16485,16509,16800,17238,17381,17519,17762,17910,17865,17842,17910,
"Stirling",4980,4849,4828,4793,4876,4821,4804,4801,4856,4858,4865,4829,4777,
"West Dunbartonshire",4696,4699,4652,4694,4821,4936,5005,5081,5231,5253,5225,5127,5007,
"West Lothian",10497,10399,10576,10766,10981,11300,11595,11670,11822,11787,11627,11484,11463,
"Antrim and Newtownabbey",8610,8602,8687,8771,9002,9338,9621,9811,9928,10042,9921,9750,9572,
"Ards and North Down",8868,8882,8887,9028,9253,9500,9665,9792,9954,9955,9828,9790,9706,
"Armagh City, Banbridge and Craigavon",12712,12699,12804,13138,13617,14193,14766,15154,15550,15780,15918,15950,15875,
"Belfast",18728,18292,18105,18211,18765,19691,20457,21180,21855,22416,22487,22425,22285,
"Causeway Coast and Glens",8747,8563,8536,8507,8576,8828,8972,9094,9288,9295,9155,9057,9257,
"Derry City and Strabane",10243,9875,9662,9496,9565,9783,10152,10438,10635,10898,10823,10730,10679,
"Fermanagh and Omagh",7546,7416,7372,7415,7524,7667,7882,8075,8155,8235,8213,8173,8062,
"Lisburn and Castlereagh",8111,8042,7955,8050,8228,8527,8847,9158,9405,9589,9615,9571,9518,
"Mid and East Antrim",8142,8031,8035,8127,8213,8364,8437,8463,8488,8551,8533,8528,8551,
"Mid Ulster",9277,9253,9357,9570,9817,10182,10504,10747,11031,11137,11248,11208,11113,
"Newry, Mourne and Down",11754,11625,11569,11508,11751,12172,12547,12912,13236,13399,13374,13364,13256,
"Total",3461954,3455445,3477176,3536700,3641055,3761449,3859260,3954446,4037456,4113446,4138524,4149852,4147413,


Source: Department for Work and Pensions
