time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,school_phase,number_schools,number_schools_with_surplus,number_schools_with_deficit,PC_schools_with_surplus,PC_schools_with_deficit,total_revenue_balance,average_revenue_balance,revenue_balance_as_pc_total_income,total_revenue_reserve_schools_surplus,total_revenue_reserve_schools_deficit,number_schools_with_surplus_over_threshold,pc_schools_with_surplus_over_threshold,school_surplus_over_threshold,school_over_threshold_av_per_school,committed_revenue_balances(B01),uncommitted_revenue_balances(B02),devolved_formula_capital_balance(B03),other_capital_balances(B05),community_focussed_school_revenue_balance(B06),outstanding_balance_of_capital_loans_to_school(B07),opening_pupil_focussed_revenue_balance(OB01),opening_community_focussed_revenue_balance(OB02),opening_capital_balance(OB03),total_income
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Primary,37,26,11,70.3,29.7,1370177,37032,3.2,1953218,-583041,6,23.1,1020652,170109,1912172,-1799339,550173,-83640,1257345,x,872973,1027099,597624,42462462
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,PRU,1,1,0,100,0,101240,101240,7.4,101240,0,0,0,0,0,101240,0,19827,0,0,x,65403,0,17211,1366836
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Secondary,3,2,1,66.7,33.3,-2086241,-695414,-10.6,535658,-2621899,0,0,0,0,678033,-2621899,71197,0,-142375,x,-1948367,-142375,2080,19771709
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Special,2,2,0,100,0,920885,460442,16,920885,0,2,100,920885,460443,920885,0,37170,0,0,x,863285,0,44271,5768578
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,All LA maintained schools,179,145,19,81,10.6,8421781,47049,4.5,11546763,-3124983,60,41.4,7400201,123337,0,7054737,927411,0,1367044,x,10140401,195995,912233,186331091
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Nursery,7,4,3,57.1,42.9,705233,100748,18.6,758512,-53279,4,100,758512,189628,0,643768,78903,0,61465,x,817558,23751,66763,3797588
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Primary,160,133,12,83.1,7.5,9087877,56799,5.9,9626972,-539095,53,39.8,5722647,107974,0,7747540,727590,0,1340337,x,9969362,402210,704021,154852998
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Secondary,3,1,2,33.3,66.7,-2056351,-685450,-17.1,182326,-2238677,1,100,182326,182326,0,-1981256,29669,0,-75096,x,-1655844,-107532,13233,12045400
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Special,9,7,2,77.8,22.2,685022,76114,4.4,978954,-293932,2,28.6,736717,368359,0,644684,91250,0,40338,x,1009325,-122434,128216,15635105
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,All LA maintained schools,263,256,6,97.3,2.3,42366100,161088,10.2,42946990,-580890,157,61.3,36087722,229858,8761936,31377158,3108598,1710726,2227007,x,39610911,1560030,4126493,416259425
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Nursery,4,4,0,100,0,810457,202614,18.2,810457,0,4,100,810457,202614,99276,694653,80774,45397,16527,x,336991,68443,90304,4460236
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Primary,219,216,3,98.6,1.4,30031622,137131,10.3,30215912,-184290,126,58.3,24220674,192228,5379587,22446548,2287177,1148744,2205488,x,27361553,1499846,3000712,292702616
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,PRU,8,6,1,75,12.5,477610,59701,6.3,503903,-26293,5,83.3,481027,96205,16051,470147,323230,18380,-8587,x,601830,-10105,427201,7616085
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Secondary,14,14,0,100,0,7220463,515747,9.7,7220463,0,11,78.6,6778162,616197,2777570,4442893,254860,184744,0,x,7604836,0,406185,74730222
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Surrey,936,E10000030,Special,18,16,2,88.9,11.1,3825947,212553,10.4,4196254,-370307,11,68.8,3797403,345218,489452,3322917,162558,313460,13579,x,3705700,1845,202090,36750266
201718,Financial year,Local authority,England,E92000001,South East,E12000008,West Sussex,938,E10000032,All LA maintained schools,223,195,27,87.4,12.1,13837876,62053,3.7,15258730,-1420854,40,20.5,5689041,142226,14505794,-1450865,1203594,13054,782946,x,14215276,765750,1288893,377474348
201718,Financial year,Local authority,England,E92000001,South East,E12000008,West Sussex,938,E10000032,Nursery,4,3,1,75,25,258136,64534,6.2,356055,-97919,2,66.7,318948,159474,70744,-63800,25160,0,251191,x,134439,247889,38006,4147024
201718,Financial year,Local authority,England,E92000001,South East,E12000008,West Sussex,938,E10000032,Primary,186,166,20,89.2,10.8,8858418,47626,4.4,9737609,-879191,33,19.9,3558068,107820,9271223,-865220,910891,20376,452415,x,9206224,378708,1020535,202557090
201718,Financial year,Local authority,England,E92000001,South East,E12000008,West Sussex,938,E10000032,PRU,1,1,0,100,0,51364,51364,0.8,51364,0,0,0,0,0,51364,0,3313,0,0,x,-21665,0,9341,6656234
201718,Financial year,Local authority,England,E92000001,South East,E12000008,West Sussex,938,E10000032,Secondary,21,16,4,76.2,19,3180921,151472,2.4,3583816,-402895,2,12.5,871715,435858,3582577,-480995,223828,-7322,79340,x,3726471,139153,156246,131977237
201718,Financial year,Local authority,England,E92000001,South East,E12000008,West Sussex,938,E10000032,Special,11,9,2,81.8,18.2,1489036,135367,4.6,1529886,-40850,3,33.3,940310,313437,1529886,-40850,40401,0,0,x,1169807,0,64765,32136763
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,All LA maintained schools,1,1,0,100,0,451371,451371,15.9,451371,0,1,100,451371,451371,0,451371,21744,0,0,x,297798,0,14116,2843175
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Isles of Scilly,420,E06000053,Secondary,1,1,0,100,0,451371,451371,15.9,451371,0,1,100,451371,451371,0,451371,21744,0,0,x,297798,0,14116,2843175
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,All LA maintained schools,43,34,9,79.1,20.9,1553603,36130,3.4,1960063,-406460,11,32.4,1014894,92263,1350584,202277,175460,117030,742,x,1956253,0,209431,45244772
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Primary,40,32,8,80,20,1298589,32465,3.8,1485861,-187272,10,31.3,752857,75286,877123,421465,144930,52570,0,x,1310791,0,141021,33820043
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Bath and North East Somerset,800,E06000022,Secondary,3,2,1,66.7,33.3,255014,85005,2.2,474202,-219188,1,50,262037,262037,473460,-219188,30530,64460,742,x,645462,0,68410,11424729
201718,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,All LA maintained schools,89,70,16,78.7,18,6698159,75260,4.4,8954241,-2256083,30,42.9,5643237,188108,6425768,0,3418245,0,272390,x,5184217,392148,3627776,152756448
201718,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Nursery,12,6,6,50,50,-527162,-43930,-5.3,305215,-832378,2,33.3,118529,59265,-612763,0,171310,0,85600,x,-386249,136015,123794,9894121
201718,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Primary,61,53,6,86.9,9.8,6048455,99155,6.2,6611282,-562827,24,45.3,4517998,188250,5986287,0,2067810,0,62168,x,4170364,55201,2455483,98032988
201718,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,PRU,4,2,2,50,50,57311,14328,1.7,236288,-178977,1,50,142119,142119,45067,0,-5622,0,12243,x,33833,8218,-8645,3458445
201718,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Secondary,3,2,1,66.7,33.3,265296,88432,1.3,665943,-400647,1,50,462558,462558,169643,0,50222,0,95654,x,172351,180924,-26,19663360
201718,Financial year,Local authority,England,E92000001,South West,E12000009,"Bristol, City of",801,E06000023,Special,9,7,1,77.8,11.1,854259,94918,3.9,1135513,-281254,2,28.6,402032,201016,837534,0,1134525,0,16725,x,1193918,11790,1057171,21707534
201718,Financial year,Local authority,England,E92000001,South West,E12000009,North Somerset,802,E06000024,All LA maintained schools,47,22,2,46.8,4.3,719875,15316,1.4,1403469,-683593,3,13.6,339174,113058,0,719875,116415,0,0,x,3044301,122002,336569,50723556
201718,Financial year,Local authority,England,E92000001,South West,E12000009,North Somerset,802,E06000024,Primary,43,19,1,44.2,2.3,938818,21833,2.3,939203,-385,2,10.5,113777,56889,0,938818,86531,0,0,x,3130590,122002,300977,41405933
201718,Financial year,Local authority,England,E92000001,South West,E12000009,North Somerset,802,E06000024,PRU,1,0,1,0,100,-683208,-683208,-21.2,0,-683208,0,0,0,0,0,-683208,4200,0,0,x,-407022,0,-6679,3228247
201718,Financial year,Local authority,England,E92000001,South West,E12000009,North Somerset,802,E06000024,Special,3,3,0,100,0,464265,154755,7.6,464265,0,1,33.3,225397,225397,0,464265,25684,0,0,x,320732,0,42271,6089376
201718,Financial year,Local authority,England,E92000001,South West,E12000009,South Gloucestershire,803,E06000025,All LA maintained schools,90,81,9,90,10,4892827,54365,4.3,6476732,-1583906,26,32.1,3662905,140881,4892827,0,695006,0,0,x,5356274,0,597551,114355608
201718,Financial year,Local authority,England,E92000001,South West,E12000009,South Gloucestershire,803,E06000025,Primary,83,76,7,91.6,8.4,5137203,61894,5.6,5285632,-148428,23,30.3,2661461,115716,5137203,0,621436,0,0,x,5665230,0,532674,91898364
201718,Financial year,Local authority,England,E92000001,South West,E12000009,South Gloucestershire,803,E06000025,PRU,1,1,0,100,0,297773,297773,11,297773,0,1,100,297773,297773,297773,0,4536,0,0,x,216812,0,0,2713380
201718,Financial year,Local authority,England,E92000001,South West,E12000009,South Gloucestershire,803,E06000025,Secondary,2,1,1,50,50,-951351,-475675,-9.7,373062,-1324413,1,100,373062,373062,-951351,0,53228,0,0,x,-989455,0,46098,9759355
201718,Financial year,Local authority,England,E92000001,South West,E12000009,South Gloucestershire,803,E06000025,Special,4,3,1,75,25,409202,102300,4.1,520266,-111064,1,33.3,330609,330609,409202,0,15806,0,0,x,463687,0,18779,9984509
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Dorset,835,E10000009,All LA maintained schools,116,88,28,75.9,24.1,3538911,30508,2.1,6350688,-2811777,24,27.3,2656155,110673,12821,3526090,510557,-22665,0,x,5078617,0,502022,164689751
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Dorset,835,E10000009,Primary,92,75,17,81.5,18.5,3734553,40593,4.6,4300810,-566258,21,28,2026398,96495,0,3734553,299535,3374,0,x,4565583,0,255415,81017597
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Dorset,835,E10000009,PRU,5,1,4,20,80,-185296,-37059,-3.4,116115,-301411,1,100,116115,116115,0,-185296,34046,0,0,x,31423,0,2819,5395739
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Dorset,835,E10000009,Secondary,15,9,6,60,40,-523362,-34891,-0.8,1322253,-1845615,1,11.1,149766,149766,12821,-536183,227676,-27015,0,x,-48682,0,235558,65975338
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Dorset,835,E10000009,Special,4,3,1,75,25,513016,128254,4.2,611510,-98494,1,33.3,363876,363876,0,513016,-50700,976,0,x,530293,0,8230,12301077
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Poole,836,E06000029,All LA maintained schools,10,10,0,100,0,2010949,201095,8,2010949,0,6,60,1665341,277557,701310,1309638,0,58448,0,x,2161114,0,81006,25107322
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Poole,836,E06000029,Primary,7,7,0,100,0,848372,121196,12.3,848372,0,4,57.1,612324,153081,0,848372,0,54372,0,x,891245,0,42855,6892309
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Poole,836,E06000029,Secondary,2,2,0,100,0,1053018,526509,6.7,1053018,0,2,100,1053018,526509,701310,351707,0,0,0,x,1118845,0,0,15755107
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Poole,836,E06000029,Special,1,1,0,100,0,109559,109559,4.5,109559,0,0,0,0,0,0,109559,0,4076,0,x,151024,0,38151,2459906
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Bournemouth,837,E06000028,All LA maintained schools,5,5,0,100,0,1544847,308969,11.9,1544847,0,3,60,1309833,436611,434525,1060442,0,64835,49880,x,1387311,46332,404563,12980611
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Bournemouth,837,E06000028,Primary,4,4,0,100,0,696498,174125,12.3,696498,0,2,50,461484,230742,163860,532638,0,10530,0,x,678652,0,123,5666610
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Bournemouth,837,E06000028,Special,1,1,0,100,0,848348,848348,11.6,848348,0,1,100,848348,848348,270665,527804,0,54305,49880,x,708659,46332,404440,7314001
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Wiltshire,865,E06000054,All LA maintained schools,151,129,22,85.4,14.6,6679562,44236,4.6,9996575,-3317014,67,51.9,7575174,113062,1945670,4733892,409515,292120,0,x,6978807,0,687923,145971788
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Wiltshire,865,E06000054,Primary,143,124,19,86.7,13.3,8248476,57682,6.8,8869580,-621104,66,53.2,6826043,103425,1390506,6857971,407363,276371,0,x,8041411,0,687923,121971806
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Wiltshire,865,E06000054,Secondary,4,2,2,50,50,-1802768,-450692,-11.4,882425,-2685193,1,50,749131,749131,502627,-2305396,0,3494,0,x,-1333066,0,0,15812715
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Wiltshire,865,E06000054,Special,4,3,1,75,25,233854,58463,2.9,244570,-10717,0,0,0,0,52537,181317,2152,12255,0,x,270462,0,0,8187267
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Swindon,866,E06000030,All LA maintained schools,39,36,3,92.3,7.7,5151979,132102,7,5189608,-37630,18,50,3922154,217897,902604,4135176,7817,666713,114198,x,4532959,130580,377731,73297508
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Swindon,866,E06000030,Primary,32,30,2,93.8,6.3,3650827,114088,7.1,3663348,-12521,14,46.7,2653106,189508,881442,2655187,7817,468058,114198,x,3317370,130580,241143,51450443
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Swindon,866,E06000030,PRU,1,1,0,100,0,349051,349051,15.7,349051,0,1,100,349051,349051,0,349051,0,0,0,x,214601,0,0,2223484
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Swindon,866,E06000030,Secondary,1,1,0,100,0,329617,329617,6.1,329617,0,1,100,329617,329617,3301,326316,0,47579,0,x,417906,0,45322,5432415
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Swindon,866,E06000030,Special,5,4,1,80,20,822484,164497,5.8,847593,-25109,2,50,590380,295190,17861,804624,0,151076,0,x,583082,0,91266,14191166
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Devon,878,E10000008,All LA maintained schools,190,170,19,89.5,10,18532067,97537,6.5,19800958,-1268891,81,47.6,14719649,181724,-1268435,18704186,1300723,0,1096316,x,17006540,1072307,1423852,283772003
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Devon,878,E10000008,Nursery,1,0,1,0,100,-7897,-7897,-1,0,-7897,0,0,0,0,-8763,0,646,0,866,x,31707,0,291,824011
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Devon,878,E10000008,Primary,165,153,12,92.7,7.3,14352487,86985,7.6,14608818,-256331,72,47.1,10404965,144513,-255009,13542336,1030485,0,1065160,x,13016558,1039034,1037525,187951534
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Devon,878,E10000008,PRU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15355,0,0,x,56841,0,18477,233496
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Devon,878,E10000008,Secondary,13,8,5,61.5,38.5,1968862,151451,3,2648185,-679323,4,50,2284210,571053,-679323,2617895,200432,0,30290,x,2814878,33273,302790,66659564
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Devon,878,E10000008,Special,10,9,1,90,10,2218614,221861,7.9,2543955,-325341,5,55.6,2030474,406095,-325341,2543955,53805,0,0,x,1086556,0,64769,28103398
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Plymouth,879,E06000026,All LA maintained schools,38,33,5,86.8,13.2,2627663,69149,4.3,2968343,-340680,9,27.3,1011877,112431,0,2627663,114431,80913,0,x,2587617,0,337516,60783074
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Plymouth,879,E06000026,Nursery,2,0,2,0,100,-310219,-155110,-30.8,0,-310219,0,0,0,0,0,-310219,10547,0,0,x,-278902,0,8196,1008370
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Plymouth,879,E06000026,Primary,28,27,1,96.4,3.6,2271736,81133,6.3,2279091,-7355,9,33.3,1011877,112431,0,2271736,80698,66825,0,x,2240449,0,279170,36125449
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Plymouth,879,E06000026,Secondary,2,1,1,50,50,218477,109238,2.2,231006,-12529,0,0,0,0,0,218477,8017,0,0,x,208284,0,12071,9765759
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Plymouth,879,E06000026,Special,6,5,1,83.3,16.7,447670,74612,3.2,458246,-10576,0,0,0,0,0,447670,15169,14088,0,x,417786,0,38079,13883496
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Torbay,880,E06000027,All LA maintained schools,11,8,1,72.7,9.1,978350,88941,3.7,1088302,-109952,2,25,198328,99164,1088002,-109952,157180,0,300,x,1662673,200,15229,26707516
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Torbay,880,E06000027,Primary,8,6,0,75,0,550260,68782,5.1,550260,0,2,33.3,198328,99164,550260,0,-1148,0,0,x,789246,0,13683,10768316
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Torbay,880,E06000027,Secondary,2,1,1,50,50,58559,29279,0.5,168510,-109952,0,0,0,0,168510,-109952,156782,0,0,x,563201,0,0,10650277
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Torbay,880,E06000027,Special,1,1,0,100,0,369532,369532,7,369532,0,0,0,0,0,369232,0,1546,0,300,x,310226,200,1546,5288923
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Cornwall,908,E06000052,All LA maintained schools,110,100,10,90.9,9.1,7339673,66724,6.8,9676806,-2337132,71,71,8506334,119808,2385181,4325266,1158373,64438,629226,x,7773273,541260,983105,107816728
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Cornwall,908,E06000052,Nursery,2,2,0,100,0,168560,84280,22.2,168560,0,1,50,135221,135221,96129,72431,4315,0,0,x,235154,0,58634,760992
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Cornwall,908,E06000052,Primary,95,90,5,94.7,5.3,7210459,75900,12.3,7334167,-123708,65,72.2,6510639,100164,1396154,5735060,788041,64438,79245,x,7522719,55083,615185,58860866
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Cornwall,908,E06000052,Secondary,13,8,5,61.5,38.5,-39346,-3027,-0.1,2174078,-2213424,5,62.5,1860475,372095,892898,-1482225,366017,0,549981,x,15400,486176,309286,48194870
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,All LA maintained schools,217,194,23,89.4,10.6,16663990,76793,7.1,17778568,-1114578,97,50,12648069,130392,16188091,-55300,1336976,199894,531199,x,18047995,293074,1396117,233190160
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Primary,199,179,20,89.9,10.1,14661604,73676,8.1,15321445,-659841,91,50.8,11307158,124254,13949099,182603,1276666,101860,529901,x,15760358,293074,1238799,181051046
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,PRU,4,4,0,100,0,179594,44899,2.3,179594,0,0,0,0,0,179594,0,31002,0,0,x,154149,0,47522,7703160
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Secondary,6,4,2,66.7,33.3,440266,73378,1.8,876303,-436037,3,75,657718,219239,657718,-217451,-7583,103609,0,x,762956,0,72534,23900075
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Special,8,7,1,87.5,12.5,1382526,172816,6.7,1401226,-18700,3,42.9,683194,227731,1401680,-20452,36891,-5575,1298,x,1370532,0,37263,20535879
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,All LA maintained schools,183,171,12,93.4,6.6,16184662,88441,8.6,17329830,-1145168,108,63.2,14717853,136276,5508500,10676162,1329612,525419,0,x,18536639,0,2020124,188819290
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Primary,162,155,7,95.7,4.3,12654029,78111,9.8,12790131,-136103,95,61.3,10480486,110321,4224662,8429367,855199,27847,0,x,12664434,0,837427,128745333
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,PRU,4,4,0,100,0,1231435,307859,15.3,1231435,0,4,100,1231435,307859,324883,906552,222608,0,0,x,1983260,0,317567,8055955
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Secondary,9,5,4,55.6,44.4,447823,49758,1.2,1451844,-1004021,4,80,1307167,326792,727483,-279660,150142,497571,0,x,1403952,0,732416,37775005
201718,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Special,8,7,1,87.5,12.5,1851375,231422,13,1856420,-5044,5,71.4,1698766,339753,231472,1619903,101663,0,0,x,2484993,0,132714,14242997
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,City of London,201,E09000001,All LA maintained schools,1,1,0,100,0,230731,230731,9.9,230731,0,1,100,230731,230731,0,265753,0,0,-35022,x,258499,-8107,0,2324359
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,City of London,201,E09000001,Primary,1,1,0,100,0,230731,230731,9.9,230731,0,1,100,230731,230731,0,265753,0,0,-35022,x,258499,-8107,0,2324359
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Camden,202,E09000007,All LA maintained schools,57,53,2,93,3.5,14860636,260713,8.6,14996963,-136327,34,64.2,12566004,369588,11578668,3243015,634334,220932,38953,x,14526031,106916,878264,173615343
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Camden,202,E09000007,Nursery,1,1,0,100,0,222830,222830,15.1,222830,0,1,100,222830,222830,129568,93262,3266,0,0,x,163780,0,0,1478972
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Camden,202,E09000007,Primary,39,37,2,94.9,5.1,8601656,220555,10.4,8737983,-136327,24,64.9,7732550,322190,6484342,2117314,253149,6902,0,x,8239842,32890,243448,82692315
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Camden,202,E09000007,PRU,3,1,0,33.3,0,291264,97088,7.7,291264,0,1,100,291264,291264,291264,0,13553,0,0,x,453601,0,8878,3763587
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Camden,202,E09000007,Secondary,9,9,0,100,0,3889069,432119,5.4,3889069,0,3,33.3,2463544,821181,3474980,414090,208497,214030,0,x,3933240,0,480405,71643851
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Camden,202,E09000007,Special,5,5,0,100,0,1855816,371163,13.2,1855816,0,5,100,1855816,371163,1198514,618349,155869,0,38953,x,1735570,74027,145534,14036618
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,All LA maintained schools,61,49,12,80.3,19.7,10446540,171255,5,12537944,-2091405,18,36.7,7592745,421819,1170078,10282268,543029,280681,-1005806,x,9564410,-752802,2668488,207375545
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Nursery,2,2,0,100,0,332166,166083,15.3,332166,0,2,100,332166,166083,228455,0,13808,0,103711,x,149140,29150,36341,2174570
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Primary,48,37,11,77.1,22.9,6578133,137044,4.6,8585413,-2007280,12,32.4,4564884,380407,359145,7250345,309347,204164,-1031357,x,6131900,-747931,572031,142317221
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,PRU,1,1,0,100,0,574979,574979,15,574979,0,1,100,574979,574979,0,574979,6027,3805,0,x,652193,0,6027,3834256
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Secondary,7,7,0,100,0,1879906,268558,4,1879906,0,1,14.3,955235,955235,582477,1375588,102244,65244,-78160,x,1792608,-34021,1934797,47109825
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Special,3,2,1,66.7,33.3,1081356,360452,9.1,1165481,-84124,2,100,1165481,582741,0,1081356,111603,7470,0,x,838569,0,119292,11939673
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,All LA maintained schools,33,30,3,90.9,9.1,8139439,246650,10.9,8214649,-75210,18,60,7167528,398196,0,8022099,55559,1030604,117340,x,7063093,143336,1188135,74784383
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Nursery,4,4,0,100,0,1408353,352088,30.1,1408353,0,4,100,1408353,352088,0,1371760,9181,-37291,36593,x,1045237,36593,-44729,4680814
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Primary,24,21,3,87.5,12.5,4778917,199122,9.5,4854127,-75210,11,52.4,3965093,360463,0,4754297,15284,912296,24620,x,4585045,50616,1022489,50322803
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Secondary,1,1,0,100,0,727542,727542,11.8,727542,0,1,100,727542,727542,0,727542,0,17844,0,x,339769,0,52431,6177069
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Special,4,4,0,100,0,1224626,306157,9,1224626,0,2,50,1066539,533270,0,1168500,31094,137755,56126,x,1093041,56126,157944,13603697
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,All LA maintained schools,56,50,6,89.3,10.7,7226043,129036,4.5,8331830,-1105788,13,26,5457975,419844,225125,8183174,0,591699,-1182256,x,8601338,-1135416,575752,162259068
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Nursery,3,3,0,100,0,479549,159850,13.6,479549,0,1,33.3,383972,383972,0,523352,0,0,-43803,x,481355,-54957,0,3527693
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Primary,42,38,4,90.5,9.5,4036518,96108,4.1,4248436,-211919,7,18.4,1773519,253360,225125,4906353,0,533425,-1094961,x,4279312,-1080659,575279,99348686
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,PRU,1,0,1,0,100,-432969,-432969,-12.6,0,-432969,0,0,0,0,0,-436969,0,38711,4000,x,120362,200,2997,3436318
201718,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Secondary,8,7,1,87.5,12.5,2631493,328937,5.3,3092393,-460900,4,57.1,2975733,743933,0,2631493,0,19563,0,x,3154895,0,-2524,49713782
